F1,F2,F3,F4,X,Y,TARGET,C1,C2,C3,C4
14,9,18,5,6,155,1014,0,1,0,1
48,6,25,4,166,161,1014,0,1,0,1
18,9,22,4,-135,169,1014,0,1,0,1
22,9,21,1,164,152,1014,0,1,0,1
18,6,18,93,156,159,1014,0,1,0,1
69.75,9,31,7,-58,154,1014,0,1,0,1
37,6,25,1,106,149,1014,0,1,0,1
7,6,22,5,-172,154,1014,0,1,0,1
33,9,28,6,159,144,1014,0,1,0,1
22,3,16,5,140,140,1014,0,1,0,1
44,6,16,4,152,142,1014,0,1,0,1
51,6,17,2,-150,161,1014,0,1,0,1
62,9,30,9,167,154,1014,0,1,0,1
51,9,32,12,84,164,1014,0,1,0,1
51,9,21,10,-155,163,1014,0,1,0,1
25,6,24,9,-167,146,1014,0,1,0,1
33,6,22,3,-168,147,1014,0,1,0,1
59,9,27,4,-169,145,1014,0,1,0,1
59,6,22,2,137,143,1014,0,1,0,1
51,9,23,2,152,142,1014,0,1,0,1
48,6,19,2,128,146,1014,0,1,0,1
55,6,19,1,39,150,1014,0,1,0,1
48,6,16,47,122,153,1014,0,1,0,1
59,6,16,94,132,157,1014,0,1,0,1
55,6,13,100,122,157,1014,0,1,0,1
51,6,13,1,153,152,1014,0,1,0,1
88,3,14,4,-171,153,1014,0,1,0,1
51,6,17,4,166,153,1014,0,1,0,1
51,9,23,7,-18,160,1014,0,1,0,1
59,3,15,16,42,165,1014,0,1,0,1
48,6,22,7,-161,150,1014,0,1,0,1
70,6,23,11,165,153,1014,0,1,0,1
55,6,15,16,-170,153,1014,0,1,0,1
74,9,25,17,159,151,1014,0,1,0,1
62,6,23,12,-163,151,1014,0,1,0,1
70,3,24,12,-160,153,1014,0,1,0,1
48,9,23,11,-169,149,1014,0,1,0,1
33,6,17,8,166,155,1014,0,1,0,1
37,6,18,20,-167,149,1014,0,1,0,1
74,6,20,23,63,141,1014,0,1,0,1
51,6,15,11,53,138,1014,0,1,0,1
48,6,18,5,156,141,1014,0,1,0,1
40,6,18,4,154,148,1014,0,1,0,1
44,9,24,10,168,156,1014,0,1,0,1
59,3,15,9,164,153,1014,0,1,0,1
66,6,25,13,147,141,1014,0,1,0,1
48,9,28,13,171,152,1014,0,1,0,1
44,6,18,4,158,152,1014,0,1,0,1
51,6,20,3,154,157,1014,0,1,0,1
62,6,18,8,130,155,1014,0,1,0,1
66,9,19,10,167,161,1014,0,1,0,1
66,9,18,10,157,152,1014,0,1,0,1
59,12,23,15,166,163,1014,0,1,0,1
55,6,20,7,175,160,1014,0,1,0,1
62,6,17,13,161,153,1014,0,1,0,1
40,9,22,6,168,31,1014,0,1,0,1
51,9,20,8,171,168,1014,0,1,0,1
51,3,17,5,146,161,1014,0,1,0,1
55,3,17,100,168,169,1014,0,1,0,1
59,6,17,9,163,141,1014,0,1,0,1
55,3,14,98,146,-65,1014,0,1,0,1
66,6,16,4,165,170,1014,0,1,0,1
48,99.97631836,11,100,139,167,1014,0,1,0,1
48,6,19,14,163,172,1014,0,1,0,1
62,6,19,15,159,172,1014,0,1,0,1
66,3,15,12,160,162,1014,0,1,0,1
62,6,14,7,146,166,1014,0,1,0,1
59,3,17,4,141,167,1014,0,1,0,1
55,3,15,3,147,170,1014,0,1,0,1
33,51.5,11,100,107,161,1014,0,1,0,1
51,3,10,10,112,167,1014,0,1,0,1
70,6,10,8,97,160,1014,0,1,0,1
70,6,19,12,167,156,1014,0,1,0,1
66,3,11,14,139,162,1014,0,1,0,1
70,6,17,15,149,158,1014,0,1,0,1
66,6,13,13,157,158,1014,0,1,0,1
74,9,24,15,147,163,1014,0,1,0,1
70,9,19,17,156,153,1014,0,1,0,1
55,6,15,19,169,160,1014,0,1,0,1
55,6,12,7,148,157,1014,0,1,0,1
70,9,27,6,156,155,1014,0,1,0,1
55,6,13,8,158,155,1014,0,1,0,1
55,9,20,10,153,152,1014,0,1,0,1
48,9,17,12,165,156,1014,0,1,0,1
51,6,17,3,154,154,1014,0,1,0,1
51,9,18,13,162,156,1014,0,1,0,1
48,6,13,1,161,168,1014,0,1,0,1
51,12,22,9,165,160,1014,0,1,0,1
44,6,20,4,152,161,1014,0,1,0,1
51,6,16,6,153,168,1014,0,1,0,1
48,6,13,1,161,168,1014,0,1,0,1
51,12,22,9,165,160,1014,0,1,0,1
44,6,20,4,152,161,1014,0,1,0,1
51,6,16,6,153,168,1014,0,1,0,1
68,27,26,79,16,101,1015,0,1,1,1
68,15,18,17,25,93,1015,0,1,1,1
87,24,23,72,9,91,1015,0,1,1,1
75,9,8,2,10,116,1015,0,1,1,1
68,100,9,9,17,125,1015,0,1,1,1
81,21,18,31,12,103,1015,0,1,1,1
93,24,25,36,7,104,1015,0,1,1,1
62,18,17,38,10,96,1015,0,1,1,1
31,21,14,29,12,95,1015,0,1,1,1
50,6,8,12,37,121,1015,0,1,1,1
68,15,17,28,7,104,1015,0,1,1,1
62,12,13,19,6,111,1015,0,1,1,1
81,21,17,19,20,103,1015,0,1,1,1
68,15,12,29,14,91,1015,0,1,1,1
81,21,17,42,13,99,1015,0,1,1,1
68,9,12,24,13,100,1015,0,1,1,1
81,27,22,41,11,94,1015,0,1,1,1
68,15,8,7,45,115,1015,0,1,1,1
75,6,7,28,20,107,1015,0,1,1,1
93,24,22,49,13,97,1015,0,1,1,1
75,6,6,23,22,113,1015,0,1,1,1
87,36,28,57,11,92,1015,0,1,1,1
87,39,27,80,4,91,1015,0,1,1,1
87,18,12,33,6,103,1015,0,1,1,1
87,18,11,24,8,107,1015,0,1,1,1
87,9,14,36,5,113,1015,0,1,1,1
93,21,18,46,9,113,1015,0,1,1,1
81,18,13,22,14,119,1015,0,1,1,1
81,27,21,21,55,130,1015,0,1,1,1
87,18,15,30,43,121,1015,0,1,1,1
75,15,10,26,18,119,1015,0,1,1,1
75,3,12,25,2,115,1015,0,1,1,1
100,27,28,72,6,102,1015,0,1,1,1
93,21,18,65,15,112,1015,0,1,1,1
81,8.94E-08,9,42,33,124,1015,0,1,1,1
93,12,15,33,13,118,1015,0,1,1,1
93,6,11,35,5,116,1015,0,1,1,1
100,12,15,69,0,115,1015,0,1,1,1
56,15,13,42,-1,120,1015,0,1,1,1
76.5,3,17,50,8,118,1015,0,1,1,1
75,21,24,77,3,105,1015,0,1,1,1
87,24,31,80,-2,103,1015,0,1,1,1
75,21,16,59,6,107,1015,0,1,1,1
81,21,13,65,1,106,1015,0,1,1,1
56,9,6,15,1,125,1015,0,1,1,1
56,6,4,15,38,120,1015,0,1,1,1
81,15,14,44,11,106,1015,0,1,1,1
87,24,24,55,18,109,1015,0,1,1,1
81,18,12,17,72,123,1015,0,1,1,1
87,27,24,55,23,109,1015,0,1,1,1
87,18,17,41,23,112,1015,0,1,1,1
81,15,13,33,25,117,1015,0,1,1,1
75,15,12,21,27,119,1015,0,1,1,1
75,12,8,15,121,133,1015,0,1,1,1
81,18,16,35,79,131,1015,0,1,1,1
81,15,11,28,76,124,1015,0,1,1,1
81,18,12,43,0,125,1015,0,1,1,1
100,24,20,29,51,124,1015,0,1,1,1
81,15,12,37,14,121,1015,0,1,1,1
75,78,9,15,96,119,1015,0,1,1,1
81,15,15,33,2,113,1015,0,1,1,1
81,15,12,24,8,113,1015,0,1,1,1
81,9,10,38,6,112,1015,0,1,1,1
81,12,14,38,7,112,1015,0,1,1,1
87,9,8,38,9,109,1015,0,1,1,1
68,6,6,44,7,108,1015,0,1,1,1
81,12,7,34,37,115,1015,0,1,1,1
68,12,9,49,25,113,1015,0,1,1,1
75,15,12,54,23,109,1015,0,1,1,1
75,12,9,60,28,113,1015,0,1,1,1
68,15,10,28,81,125,1015,0,1,1,1
75,9,6,20,110,128,1015,0,1,1,1
68,12,8,32,23,120,1015,0,1,1,1
62,12,5,11,37,121,1015,0,1,1,1
75,12,7,31,30,115,1015,0,1,1,1
75,12,5,25,18,120,1015,0,1,1,1
81,12,6,30,19,115,1015,0,1,1,1
62,12,10,49,19,110,1015,0,1,1,1
43,9,5,38,40,117,1015,0,1,1,1
62,15,18,66,23,116,1015,0,1,1,1
56,15,16,57,43,114,1015,0,1,1,1
56,21,26,84,34,111,1015,0,1,1,1
62,24,25,61,23,113,1015,0,1,1,1
25,18,16,47,20,112,1015,0,1,1,1
76.5,33,22,76,18,104,1015,0,1,1,1
37,18,17,100,16,103,1015,0,1,1,1
50,30,22,97,25,104,1015,0,1,1,1
18,42,28,79,23,94,1015,0,1,1,1
43,27,22,87,33,98,1015,0,1,1,1
50,33,27,100,30,102,1015,0,1,1,1
62,24,14,68,37,109,1015,0,1,1,1
56,24,18,60,18,104,1015,0,1,1,1
68,30,23,76,32,101,1015,0,1,1,1
62,21,16,24,124,135,1015,0,1,1,1
68,30,22,50,67,126,1015,0,1,1,1
62,24,14,64,77,119,1015,0,1,1,1
62,21,14,56,62,120,1015,0,1,1,1
68,21,12,80,8,111,1015,0,1,1,1
100,100,98,100,19,2,1015,0,1,1,1
75,21,18,27,71,111,1015,0,1,1,1
75,27,15,42,48,101,1015,0,1,1,1
68,21,16,40,67,108,1015,0,1,1,1
75,18,12,46,72,114,1015,0,1,1,1
75,18,10,19,57,112,1015,0,1,1,1
75,21,14,23,53,114,1015,0,1,1,1
81,18,13,21,30,109,1015,0,1,1,1
81,21,15,29,44,114,1015,0,1,1,1
81,18,10,19,95,126,1015,0,1,1,1
75,12,10,18,67,117,1015,0,1,1,1
75,18,11,12,96,123,1015,0,1,1,1
68,12,11,19,50,117,1015,0,1,1,1
81,12,14,28,30,113,1015,0,1,1,1
75,12,13,16,64,113,1015,0,1,1,1
62,18,12,14,97,125,1015,0,1,1,1
62,18,10,9,100,118,1015,0,1,1,1
81,21,19,23,24,113,1015,0,1,1,1
81,21,23,45,18,104,1015,0,1,1,1
87,18,18,25,19,106,1015,0,1,1,1
75,15,11,9,28,114,1015,0,1,1,1
62,15,9,18,73,121,1015,0,1,1,1
68,15,12,19,111,127,1015,0,1,1,1
62,15,10,12,20,117,1015,0,1,1,1
56,18,11,5,122,136,1015,0,1,1,1
62,15,10,22,29,118,1015,0,1,1,1
50,18,6,15,78,124,1015,0,1,1,1
75,15,13,42,20,117,1015,0,1,1,1
62,18,10,26,39,122,1015,0,1,1,1
62,18,9,33,20,119,1015,0,1,1,1
68,21,12,27,48,123,1015,0,1,1,1
75,21,9,18,55,118,1015,0,1,1,1
50,18,6,16,24,123,1015,0,1,1,1
50,9,6,5,104,132,1015,0,1,1,1
68,15,10,31,57,123,1015,0,1,1,1
81,12,10,28,107,128,1015,0,1,1,1
62,12,5,18,95,136,1015,0,1,1,1
81,12,10,30,94,128,1015,0,1,1,1
87,3,8,25,46,129,1015,0,1,1,1
81,15,13,56,78,128,1015,0,1,1,1
81,12,12,38,58,124,1015,0,1,1,1
75,15,12,35,28,123,1015,0,1,1,1
81,21,15,33,43,112,1015,0,1,1,1
75,12,12,39,59,126,1015,0,1,1,1
68,18,11,39,30,119,1015,0,1,1,1
68,12,13,34,17,126,1015,0,1,1,1
68,15,15,19,55,130,1015,0,1,1,1
68,18,17,30,22,117,1015,0,1,1,1
75,12,12,26,64,128,1015,0,1,1,1
68,9,9,29,41,128,1015,0,1,1,1
75,18,13,42,49,126,1015,0,1,1,1
68,18,16,52,53,126,1015,0,1,1,1
62,6,17,45,17,124,1015,0,1,1,1
75,15,13,58,13,125,1015,0,1,1,1
75,18,10,45,30,118,1015,0,1,1,1
81,18,17,78,20,121,1015,0,1,1,1
81,12,9,41,22,121,1015,0,1,1,1
68,15,10,52,22,118,1015,0,1,1,1
75,24,17,43,17,127,1015,0,1,1,1
81,15,12,21,95,133,1015,0,1,1,1
62,21,13,53,20,123,1015,0,1,1,1
75,21,15,28,95,130,1015,0,1,1,1
100,100,88,73,-37,-28,1016,1,0,1,1
100,100,100,65,-31,-54,1016,1,0,1,1
100,100,100,41,-21,-60,1016,1,0,1,1
100,100,100,74,-27,-58,1016,1,0,1,1
100,100,100,68,-15,-65,1016,1,0,1,1
100,100,94,76,-12,-67,1016,1,0,1,1
100,100,100,75,-16,-66,1016,1,0,1,1
100,100,88,70,-24,-62,1016,1,0,1,1
100,100,98,61,-33,-56,1016,1,0,1,1
100,100,88,46,-27,-42,1016,1,0,1,1
100,100,66,54,-20,-69,1016,1,0,1,1
100,100,94,69,-13,-69,1016,1,0,1,1
100,100,84,40,-25,-62,1016,1,0,1,1
100,100,100,37,-29,-62,1016,1,0,1,1
100,100,100,44,-26,-60,1016,1,0,1,1
100,100,100,63,-30,-53,1016,1,0,1,1
100,100,100,57,-35,-56,1016,1,0,1,1
100,100,100,44,-25,-59,1016,1,0,1,1
100,100,100,57,-20,-68,1016,1,0,1,1
100,100,100,55,-22,-67,1016,1,0,1,1
100,100,100,44,-17,-72,1016,1,0,1,1
100,100,100,46,-18,-75,1016,1,0,1,1
100,100,100,46,-16,-71,1016,1,0,1,1
100,100,100,46,-14,-72,1016,1,0,1,1
100,100,100,67,-26,-77,1016,1,0,1,1
100,100,100,59,-13,-71,1016,1,0,1,1
100,100,100,61,-12,-77,1016,1,0,1,1
100,100,100,38,-12,-75,1016,1,0,1,1
100,100,100,37,-22,-69,1016,1,0,1,1
100,100,100,51,-11,-83,1016,1,0,1,1
100,100,100,39,-38,-74,1016,1,0,1,1
100,100,100,26,-34,-81,1016,1,0,1,1
100,100,100,37,-25,-66,1016,1,0,1,1
100,100,100,17,-19,-72,1016,1,0,1,1
100,100,100,48,-18,-74,1016,1,0,1,1
100,100,100,47,-36,-83,1016,1,0,1,1
100,100,100,54,-27,-77,1016,1,0,1,1
100,100,100,53,-19,-90,1016,1,0,1,1
100,100,100,62,-27,-87,1016,1,0,1,1
100,100,100,46,-44,-72,1016,1,0,1,1
100,100,100,76,-42,-91,1016,1,0,1,1
100,100,100,63,-28,-86,1016,1,0,1,1
100,100,100,59,-33,-80,1016,1,0,1,1
100,100,100,40,-33,-79,1016,1,0,1,1
100,100,100,60,-26,-85,1016,1,0,1,1
100,100,100,53,-16,-87,1016,1,0,1,1
100,100,100,58,-26,-85,1016,1,0,1,1
100,100,100,48,-29,-79,1016,1,0,1,1
100,100,100,55,-26,-88,1016,1,0,1,1
100,100,100,72,-30,-92,1016,1,0,1,1
100,100,100,60,-33,-80,1016,1,0,1,1
100,100,100,42,-68,-96,1016,1,0,1,1
100,100,100,55,-33,-99,1016,1,0,1,1
100,100,100,57,-66,-103,1016,1,0,1,1
100,100,100,62,-16,-74,1016,1,0,1,1
100,100,100,60,-30,-77,1016,1,0,1,1
100,100,100,65,-74,-92,1016,1,0,1,1
100,100,100,65,-31,-93,1016,1,0,1,1
100,100,96,61,-62,-72,1016,1,0,1,1
100,100,100,59,-17,-81,1016,1,0,1,1
100,100,100,66,-21,-69,1016,1,0,1,1
100,100,100,42,-24,-89,1016,1,0,1,1
100,100,100,48,-36,-90,1016,1,0,1,1
100,100,100,63,-33,-88,1016,1,0,1,1
100,100,100,74,-26,-106,1016,1,0,1,1
100,100,100,71,-34,-95,1016,1,0,1,1
100,100,100,60,-42,-94,1016,1,0,1,1
100,100,100,72,-52,-93,1016,1,0,1,1
100,100,100,37,-61,-110,1016,1,0,1,1
100,100,100,74,-54,-103,1016,1,0,1,1
100,100,100,62,-28,-101,1016,1,0,1,1
100,100,100,42,-99,-124,1016,1,0,1,1
100,100,100,42,-127,-174,1016,1,0,1,1
100,100,100,59,-114,-120,1016,1,0,1,1
100,100,100,68,-118,-117,1016,1,0,1,1
100,100,100,60,-60,-109,1016,1,0,1,1
100,100,90,66,-41,-103,1016,1,0,1,1
100,100,100,58,-56,-101,1016,1,0,1,1
100,100,100,49,-42,-101,1016,1,0,1,1
100,100,100,35,-39,-101,1016,1,0,1,1
100,100,94,74,-24,-93,1016,1,0,1,1
100,100,77,75,-43,-103,1016,1,0,1,1
100,100,92,55,-37,-93,1016,1,0,1,1
100,100,77,75,-28,-100,1016,1,0,1,1
100,100,83,71,-41,-105,1016,1,0,1,1
100,100,73,75,-55,-98,1016,1,0,1,1
100,100,86,68,-32,-91,1016,1,0,1,1
100,100,100,57,-34,-105,1016,1,0,1,1
100,100,81,52,-35,-106,1016,1,0,1,1
100,100,100,69,-40,-106,1016,1,0,1,1
100,100,88,58,-37,-93,1016,1,0,1,1
0.000190735,100,84,59,-123,-75,1016,1,0,1,1
100,100,100,46,-66,-109,1016,1,0,1,1
100,100,100,59,-53,-104,1016,1,0,1,1
100,100,100,76,-41,-105,1016,1,0,1,1
100,100,100,70,-53,-106,1016,1,0,1,1
100,100,100,68,-52,-106,1016,1,0,1,1
100,100,100,74,-26,-104,1016,1,0,1,1
100,100,100,74,-28,-110,1016,1,0,1,1
100,100,100,74,-44,-110,1016,1,0,1,1
100,100,100,70,-129,-136,1016,1,0,1,1
100,100,100,68,-120,-127,1016,1,0,1,1
100,100,100,76,-63,-115,1016,1,0,1,1
100,100,100,47,-98,-112,1016,1,0,1,1
100,100,100,72,-37,-99,1016,1,0,1,1
100,100,100,62,-87,-84,1016,1,0,1,1
100,100,100,76,-47,-96,1016,1,0,1,1
100,100,96,66,-70,-108,1016,1,0,1,1
100,100,90,72,-42,-97,1016,1,0,1,1
100,100,100,61,-54,-101,1016,1,0,1,1
100,100,94,76,-46,-103,1016,1,0,1,1
100,100,100,70,-33,-105,1016,1,0,1,1
100,100,100,46,-40,-75,1016,1,0,1,1
100,100,98,61,-56,-62,1016,1,0,1,1
100,100,92,63,-33,-87,1016,1,0,1,1
100,100,100,65,-51,-82,1016,1,0,1,1
100,100,100,65,-57,-84,1016,1,0,1,1
100,100,100,72,-52,-89,1016,1,0,1,1
100,100,100,66,-60,-82,1016,1,0,1,1
100,100,100,70,-50,-79,1016,1,0,1,1
100,100,100,70,-37,-95,1016,1,0,1,1
100,100,100,72,-50,-83,1016,1,0,1,1
100,100,100,76,-24,-95,1016,1,0,1,1
100,100,100,74,-25,-104,1016,1,0,1,1
100,100,100,72,-36,-105,1016,1,0,1,1
100,100,100,75,-37,-106,1016,1,0,1,1
100,100,100,70,-29,-106,1016,1,0,1,1
100,100,100,68,-67,-110,1016,1,0,1,1
100,100,100,50,-23,-97,1016,1,0,1,1
100,100,100,74,-16,-98,1016,1,0,1,1
100,100,100,55,-28,-97,1016,1,0,1,1
100,100,100,62,-24,-100,1016,1,0,1,1
100,100,100,65,-21,-98,1016,1,0,1,1
100,100,100,67,-23,-107,1016,1,0,1,1
100,100,100,67,-17,-99,1016,1,0,1,1
100,100,100,76,-19,-100,1016,1,0,1,1
100,100,100,69,-24,-99,1016,1,0,1,1
100,100,100,74,-29,-99,1016,1,0,1,1
37,100,100,74,-21,-106,1016,1,0,1,1
97,100,100,70,-34,-104,1016,1,0,1,1
100,100,100,61,-32,-107,1016,1,0,1,1
100,100,100,56,-42,-107,1016,1,0,1,1
100,100,100,68,-39,-101,1016,1,0,1,1
100,100,100,54,-167,510,1016,1,0,1,1
100,100,100,64,-61,-121,1016,1,0,1,1
74,100,100,71,-29,-92,1016,1,0,1,1
76,100,100,56,-34,-83,1016,1,0,1,1
100,100,100,62,-46,-76,1016,1,0,1,1
74,100,100,61,-38,-84,1016,1,0,1,1
100,100,100,66,-40,-92,1016,1,0,1,1
100,100,100,55,-55,-84,1016,1,0,1,1
100,100,100,72,-32,-88,1016,1,0,1,1
100,100,100,75,-58,-81,1016,1,0,1,1
75,100,100,53,-50,-92,1016,1,0,1,1
100,100,100,74,-45,-102,1016,1,0,1,1
100,100,100,76,-49,-97,1016,1,0,1,1
100,100,100,71,-52,-102,1016,1,0,1,1
100,100,100,74,-74,-102,1016,1,0,1,1
100,100,100,75,-33,-84,1016,1,0,1,1
100,100,100,72,-31,-88,1016,1,0,1,1
100,70,15,20,-13,-58,1017,1,1,1,1
100,70,10,21,-9,-67,1017,1,1,1,1
100,83,22,38,-18,-65,1017,1,1,1,1
100,80,22,44,-11,-61,1017,1,1,1,1
100,87,35,34,-10,-69,1017,1,1,1,1
100,83,1,54,-13,-69,1017,1,1,1,1
100,93,24,62,-22,-66,1017,1,1,1,1
100,83,29,61,-11,-73,1017,1,1,1,1
100,90,21,51,-14,-78,1017,1,1,1,1
99,100,36,58,-15,-71,1017,1,1,1,1
97,87,35,66,-21,-69,1017,1,1,1,1
100,96,43,67,-20,-67,1017,1,1,1,1
100,100,49,55,-24,-67,1017,1,1,1,1
100,80,42,62,-21,-78,1017,1,1,1,1
100,93,35,59,-15,-69,1017,1,1,1,1
90,74,50,78,-21,-69,1017,1,1,1,1
100,77,21,31,-2,-66,1017,1,1,1,1
100,80,31,58,4,-60,1017,1,1,1,1
100,87,35,69,-11,-79,1017,1,1,1,1
100,77,43,60,-12,-77,1017,1,1,1,1
100,83,40,67,-13,-72,1017,1,1,1,1
100,87,40,71,-12,-77,1017,1,1,1,1
100,77,38,57,-11,-79,1017,1,1,1,1
100,80,43,68,-19,-70,1017,1,1,1,1
100,93,45,68,-14,-74,1017,1,1,1,1
100,90,50,74,-13,-87,1017,1,1,1,1
100,87,1.51E-26,73,-20,-74,1017,1,1,1,1
82,81,28,31,-11,-52,1017,1,1,1,1
83,81,24,12,-12,-50,1017,1,1,1,1
84,71,20,28,-8,-55,1017,1,1,1,1
81,75,1.87E-14,32,-22,-62,1017,1,1,1,1
81,81,31,51,-18,-59,1017,1,1,1,1
82,75,33,37,-28,-70,1017,1,1,1,1
81,84,29,50,-28,-73,1017,1,1,1,1
82,78,0.75,36,-34,-75,1017,1,1,1,1
81,81,27,48,-16,-65,1017,1,1,1,1
83,75,31,54,-23,-69,1017,1,1,1,1
81,81,33,45,-27,-73,1017,1,1,1,1
82,84,31,48,-53,-73,1017,1,1,1,1
80,78,29,45,-24,-66,1017,1,1,1,1
79,84,33,56,-19,-72,1017,1,1,1,1
75,71,25,40,-22,-68,1017,1,1,1,1
81,81,29,37,-22,-69,1017,1,1,1,1
81,93,33,40,-16,-74,1017,1,1,1,1
84,87,37,67,-21,-73,1017,1,1,1,1
83,84,31,47,-16,-77,1017,1,1,1,1
85,81,28,56,-24,-74,1017,1,1,1,1
83,84,32,69,-22,-72,1017,1,1,1,1
100,90,31,61,-20,-75,1017,1,1,1,1
100,87,32,61,-32,-69,1017,1,1,1,1
100,87,36,74,-49,-82,1017,1,1,1,1
100,81,24,60,-29,-69,1017,1,1,1,1
83,84,31,62,-28,-68,1017,1,1,1,1
100,81,36,64,-26,-71,1017,1,1,1,1
84,81,33,69,-30,-69,1017,1,1,1,1
85,84,35,50,-33,-66,1017,1,1,1,1
84,78,33,63,-29,-72,1017,1,1,1,1
87,87,21,66,-27,-68,1017,1,1,1,1
85,84,28,50,-35,-70,1017,1,1,1,1
76,81,35,74,-32,-79,1017,1,1,1,1
86,84,47,76,-66,-83,1017,1,1,1,1
87,84,31,56,-35,-76,1017,1,1,1,1
87,87,35,74,-36,-81,1017,1,1,1,1
87,84,40,69,-40,-78,1017,1,1,1,1
89,90,37,76,-72,-97,1017,1,1,1,1
91,90,40,61,-70,-93,1017,1,1,1,1
100,81,32,76,-48,-70,1017,1,1,1,1
100,81,31,63,-28,-70,1017,1,1,1,1
84,84,36,58,-27,-70,1017,1,1,1,1
82,75,33,49,-45,-67,1017,1,1,1,1
81,81,37,64,-26,-77,1017,1,1,1,1
82,84,39,65,-27,-76,1017,1,1,1,1
78,78,43,69,-32,-78,1017,1,1,1,1
67,84,40,74,-44,-79,1017,1,1,1,1
83,87,39,57,-37,-74,1017,1,1,1,1
79,87,40,56,-41,-83,1017,1,1,1,1
84,87,37,56,-38,-84,1017,1,1,1,1
86,87,37,49,-45,-76,1017,1,1,1,1
81,81,33,46,-62,-67,1017,1,1,1,1
87,96,45,69,-31,-79,1017,1,1,1,1
88,96,41,61,-51,-74,1017,1,1,1,1
86,93,41,78,-35,-71,1017,1,1,1,1
90,90,41,71,-24,-80,1017,1,1,1,1
88,93,36,29,-14,-76,1017,1,1,1,1
87,87,43,72,-23,-71,1017,1,1,1,1
87,93,41,53,-19,-72,1017,1,1,1,1
87,87,43,63,-21,-79,1017,1,1,1,1
83,84,41,64,-20,-78,1017,1,1,1,1
87,78,41,39,-18,-79,1017,1,1,1,1
100,84,27,66,-25,-64,1017,1,1,1,1
10,84,35,71,-25,-88,1017,1,1,1,1
80,93,40,64,-16,-73,1017,1,1,1,1
84,93,27,36,-17,-68,1017,1,1,1,1
82,90,37,67,-20,-77,1017,1,1,1,1
100,96,55,76,-21,-77,1017,1,1,1,1
1.26E-27,81,27,59,-14,-70,1017,1,1,1,1
2.38E-05,84,25,59,-10,-67,1017,1,1,1,1
100,75,29,57,-10,-71,1017,1,1,1,1
100,62,21,47,-14,-72,1017,1,1,1,1
100,81,32,64,-16,-82,1017,1,1,1,1
100,75,37,67,-16,-78,1017,1,1,1,1
100,78,37,66,-17,-77,1017,1,1,1,1
100,78,37,69,-14,-83,1017,1,1,1,1
100,81,39,70,-19,-75,1017,1,1,1,1
100,87,40,68,-20,-70,1017,1,1,1,1
100,78,40,73,-15,-72,1017,1,1,1,1
100,81,40,73,-19,-68,1017,1,1,1,1
100,75,40,69,-28,-66,1017,1,1,1,1
100,84,40,79,-25,-71,1017,1,1,1,1
100,84,40,77,-23,-69,1017,1,1,1,1
100,68,40,68,-15,-67,1017,1,1,1,1
100,71,40,67,-17,-69,1017,1,1,1,1
100,78,41,76,-17,-72,1017,1,1,1,1
100,81,35,76,-16,-67,1017,1,1,1,1
100,90,40,74,-21,-69,1017,1,1,1,1
100,75,36,72,-16,-77,1017,1,1,1,1
100,78,37,56,-14,-82,1017,1,1,1,1
100,78,39,73,-28,-78,1017,1,1,1,1
100,87,43,77,-22,-76,1017,1,1,1,1
100,81,39,52,-34,-74,1017,1,1,1,1
100,81,31,61,-20,-74,1017,1,1,1,1
100,84,44,65,-27,-69,1017,1,1,1,1
100,87,43,59,-37,-69,1017,1,1,1,1
100,90,43,70,-31,-80,1017,1,1,1,1
100,87,35,77,-23,-74,1017,1,1,1,1
100,87,43,49,-12,-73,1017,1,1,1,1
100,84,36,59,-12,-73,1017,1,1,1,1
100,87,36,59,-14,-69,1017,1,1,1,1
100,84,36,66,-30,-71,1017,1,1,1,1
99,87,39,70,-20,-74,1017,1,1,1,1
100,87,36,71,-17,-74,1017,1,1,1,1
100,84,28,45,-12,-69,1017,1,1,1,1
100,87,33,59,-18,-64,1017,1,1,1,1
100,71,36,35,-10,-73,1017,1,1,1,1
100,78,40,45,-20,-69,1017,1,1,1,1
100,78,41,53,-20,-66,1017,1,1,1,1
100,75,36,53,-22,-70,1017,1,1,1,1
100,81,40,69,-20,-68,1017,1,1,1,1
100,81,43,58,-25,-66,1017,1,1,1,1
100,78,40,71,-20,-69,1017,1,1,1,1
100,78,40,52,-20,-69,1017,1,1,1,1
100,81,36,63,-15,-65,1017,1,1,1,1
100,75,40,53,-25,-65,1017,1,1,1,1
100,84,44,62,-21,-75,1017,1,1,1,1
100,81,41,61,-21,-71,1017,1,1,1,1
100,78,41,73,-22,-80,1017,1,1,1,1
100,84,41,69,-24,-71,1017,1,1,1,1
100,90,40,68,-26,-68,1017,1,1,1,1
100,84,39,53,-19,-78,1017,1,1,1,1
100,87,37,69,-20,-70,1017,1,1,1,1
100,87,39,53,-24,-72,1017,1,1,1,1
100,93,40,64,-50,-73,1017,1,1,1,1
100,87,31,55,-15,-71,1017,1,1,1,1
100,87,36,60,-21,-66,1017,1,1,1,1
100,84,39,63,-15,-63,1017,1,1,1,1
0.390625,90,40,60,-15,-66,1017,1,1,1,1
100,78,36,54,-12,-78,1017,1,1,1,1
100,84,36,60,-17,-69,1017,1,1,1,1
100,84,35,52,-15,-78,1017,1,1,1,1
100,78,36,48,-11,-78,1017,1,1,1,1
17,100,63,17,90,154,1018,1,1,1,1
9,100,68,14,-135,154,1018,1,1,1,1
