F1,F2,F3,F4,X,Y,TARGET,C1,C2,C3,C4
21,100,42,12,135,145,1018,1,1,1,1
79,100,66,24,0,122,1018,1,1,1,1
35,100,50,13,93,146,1018,1,1,1,1
31,100,62,22,133,144,1018,1,1,1,1
72,100,76,25,65,131,1018,1,1,1,1
43,100,59,26,65,133,1018,1,1,1,1
55,100,40,65,81,146,1018,1,1,1,1
52,100,42,18,51,150,1018,1,1,1,1
37,100,40,11,-27,150,1018,1,1,1,1
39,100,57,33,-134,156,1018,1,1,1,1
43,100,57,29,-29,140,1018,1,1,1,1
51,100,42,37,-62,142,1018,1,1,1,1
74,100,52,49,-116,143,1018,1,1,1,1
58,100,49,36,134,140,1018,1,1,1,1
78,100,56,34,-142,137,1018,1,1,1,1
72,100,56,43,45,133,1018,1,1,1,1
78,100,53,46,-144,141,1018,1,1,1,1
53,100,55,34,-14,136,1018,1,1,1,1
70,100,65,56,-141,140,1018,1,1,1,1
65,100,59,63,-135,143,1018,1,1,1,1
72,100,65,37,-12,131,1018,1,1,1,1
38,100,68,37,-74,136,1018,1,1,1,1
57,100,66,45,-10,134,1018,1,1,1,1
53,100,60,27,-39,138,1018,1,1,1,1
63,100,72,50,12,122,1018,1,1,1,1
57,100,62,41,1,128,1018,1,1,1,1
72,100,65,44,0,126,1018,1,1,1,1
66,100,50,47,-14,128,1018,1,1,1,1
76,100,65,51,-15,131,1018,1,1,1,1
65,100,46,34,30,130,1018,1,1,1,1
72,100,69,50,-6,126,1018,1,1,1,1
50,100,71,40,-10,128,1018,1,1,1,1
31,100,47,20,-4,135,1018,1,1,1,1
75,100,42,19,-153,163,1018,1,1,1,1
45,100,47,60,-158,153,1018,1,1,1,1
57,100,49,53,43,145,1018,1,1,1,1
65,100,52,44,-28,124,1018,1,1,1,1
67,100,62,54,-118,137,1018,1,1,1,1
78,100,50,43,-26,126,1018,1,1,1,1
59,100,53,44,-55,128,1018,1,1,1,1
70,100,49,53,-130,148,1018,1,1,1,1
72,100,63,51,-132,138,1018,1,1,1,1
72,100,53,50,-48,122,1018,1,1,1,1
78,100,63,54,51,122,1018,1,1,1,1
29,100,69,44,-93,137,1018,1,1,1,1
47,100,62,22,64,145,1018,1,1,1,1
52,100,53,59,-145,160,1018,1,1,1,1
68,100,52,52,5,154,1018,1,1,1,1
47,100,63,30,114,136,1018,1,1,1,1
68,100,75,46,-8,122,1018,1,1,1,1
52,100,60,33,53,131,1018,1,1,1,1
31,100,68,33,138,147,1018,1,1,1,1
30,100,62,24,25,128,1018,1,1,1,1
77,100,66,50,17,107,1018,1,1,1,1
51,100,43,45,-1,126,1018,1,1,1,1
51,100,59,26,7,130,1018,1,1,1,1
38,100,57,44,5,127,1018,1,1,1,1
19,100,59,29,89,134,1018,1,1,1,1
42,100,60,29,54,121,1018,1,1,1,1
66,100,47,35,14,126,1018,1,1,1,1
39,100,55,38,-107,151,1018,1,1,1,1
76,100,52,47,16,95,1018,1,1,1,1
66,100,62,45,26,106,1018,1,1,1,1
68,100,63,36,23,110,1018,1,1,1,1
35,100,55,53,114,138,1018,1,1,1,1
60,100,78,62,15,90,1018,1,1,1,1
66,100,40,72,8,75,1018,1,1,1,1
79,100,56,36,25,122,1018,1,1,1,1
32,100,57,29,47,129,1018,1,1,1,1
42,100,50,38,-6,128,1018,1,1,1,1
39,100,71,28,-17,125,1018,1,1,1,1
79,100,63,56,70,140,1018,1,1,1,1
72,100,71,65,32,132,1018,1,1,1,1
18,100,55,38,64,132,1018,1,1,1,1
46,100,52,45,-113,140,1018,1,1,1,1
79,100,57,48,3,129,1018,1,1,1,1
74,100,57,48,40,131,1018,1,1,1,1
72,100,62,50,109,135,1018,1,1,1,1
74,100,55,51,-154,145,1018,1,1,1,1
59,100,55,38,-6,130,1018,1,1,1,1
68,100,62,61,-99,134,1018,1,1,1,1
25,100,72,38,22,127,1018,1,1,1,1
78,100,68,51,11,121,1018,1,1,1,1
77,100,63,60,0,112,1018,1,1,1,1
73,100,50,62,4,123,1018,1,1,1,1
0.032714844,100,69,59,4,118,1018,1,1,1,1
59,100,52,60,-133,137,1018,1,1,1,1
56,100,65,41,14,119,1018,1,1,1,1
74,100,65,59,-2,105,1018,1,1,1,1
55,100,60,53,-17,114,1018,1,1,1,1
6.33E-07,100,65,77,-13,106,1018,1,1,1,1
0.185546875,100,63,57,0,109,1018,1,1,1,1
76,100,65,62,0,102,1018,1,1,1,1
39,100,65,58,-4,91,1018,1,1,1,1
59,100,65,72,-2,99,1018,1,1,1,1
63,100,66,57,-1,98,1018,1,1,1,1
34,100,62,70,-166,154,1018,1,1,1,1
39,100,55,31,22,125,1018,1,1,1,1
26,100,57,47,24,113,1018,1,1,1,1
70,100,50,59,5,132,1018,1,1,1,1
44,100,53,36,77,134,1018,1,1,1,1
51,100,71,29,129,150,1018,1,1,1,1
41,100,71,66,136,148,1018,1,1,1,1
53,100,63,75,109,148,1018,1,1,1,1
41,100,57,69,15,153,1018,1,1,1,1
61,100,75,52,0,127,1018,1,1,1,1
29,100,71,37,-22,139,1018,1,1,1,1
67,100,68,62,-4,131,1018,1,1,1,1
25,100,66,52,49,136,1018,1,1,1,1
70,100,68,63,22,129,1018,1,1,1,1
74,100,62,56,16,124,1018,1,1,1,1
64,100,68,60,12,126,1018,1,1,1,1
66,100,66,52,20,123,1018,1,1,1,1
78,100,63,69,-144,142,1018,1,1,1,1
61,100,60,58,-150,141,1018,1,1,1,1
65,100,63,63,-54,125,1018,1,1,1,1
63,100,59,45,4,114,1018,1,1,1,1
63,100,56,45,15,116,1018,1,1,1,1
55,100,63,53,40,125,1018,1,1,1,1
76,100,68,64,-14,125,1018,1,1,1,1
52,100,49,41,89,137,1018,1,1,1,1
46,100,65,41,-3,129,1018,1,1,1,1
15,100,69,31,109,157,1018,1,1,1,1
39,100,69,37,0,133,1018,1,1,1,1
70,100,71,58,7,122,1018,1,1,1,1
53,100,68,40,97,139,1018,1,1,1,1
30,100,69,50,-38,145,1018,1,1,1,1
29,100,73,29,20,141,1018,1,1,1,1
52,100,76,37,-40,140,1018,1,1,1,1
40,100,68,32,128,139,1018,1,1,1,1
61,100,75,41,96,124,1018,1,1,1,1
44,100,76,34,48,128,1018,1,1,1,1
38,100,59,35,122,166,1018,1,1,1,1
15,100,66,25,119,151,1018,1,1,1,1
68,100,71,41,113,151,1018,1,1,1,1
42,100,69,72,124,142,1018,1,1,1,1
33,100,75,50,-62,142,1018,1,1,1,1
59,100,65,78,-103,144,1018,1,1,1,1
72,100,71,53,7,127,1018,1,1,1,1
45,100,56,41,119,136,1018,1,1,1,1
48,100,68,77,-18,140,1018,1,1,1,1
66,100,72,55,44,124,1018,1,1,1,1
65,100,68,56,45,132,1018,1,1,1,1
59,100,59,52,130,140,1018,1,1,1,1
67,100,73,63,42,129,1018,1,1,1,1
73,100,76,54,39,127,1018,1,1,1,1
54,100,63,76,-41,143,1018,1,1,1,1
77,100,56,52,28,125,1018,1,1,1,1
51,100,75,37,104,134,1018,1,1,1,1
64,100,76,52,17,122,1018,1,1,1,1
74,100,66,54,37,127,1018,1,1,1,1
71,100,60,73,135,143,1018,1,1,1,1
43,100,63,38,162,150,1018,1,1,1,1
49,100,68,48,141,139,1018,1,1,1,1
68,100,78,53,29,123,1018,1,1,1,1
40,100,68,49,113,131,1018,1,1,1,1
7,100,60,39,167,167,1018,1,1,1,1
4,100,56,45,97,166,1018,1,1,1,1
6,0.1875,7,2,-149,-135,1019,0,1,1,1
6,3,0.000244141,3,-132,-120,1019,0,1,1,1
5,3,7,3,-141,-130,1019,0,1,1,1
16,3,7,5,-142,-137,1019,0,1,1,1
15,1.85E-22,12,1.39E-17,-134,-129,1019,0,1,1,1
2,5.65E-27,9,9,-147,-143,1019,0,1,1,1
1.53E-05,6.51E-19,10,2,-147,-122,1019,0,1,1,1
8,9.26E-23,7,7,-143,-140,1019,0,1,1,1
11,7,15,8,-143,-140,1019,0,1,1,1
15,0.375,17,11,-134,-129,1019,0,1,1,1
13,1.19E-20,15,13,-138,-136,1019,0,1,1,1
14,4.96E-24,15,15,-125,-121,1019,0,1,1,1
22,8.13E-20,15,10,-131,-124,1019,0,1,1,1
20,0.375,9,11,-142,-142,1019,0,1,1,1
22,3,14,10,-120,-118,1019,0,1,1,1
37,8.08E-27,15,8,-122,-122,1019,0,1,1,1
22,5.08E-21,17,11,-123,-108,1019,0,1,1,1
27,3,18,16,-124,-119,1019,0,1,1,1
4,1.30E-18,15,11,-138,-119,1019,0,1,1,1
5,3.62E-25,20,18,-144,-151,1019,0,1,1,1
5,0.375,31,21,-152,-158,1019,0,1,1,1
12,2.83E-27,23,16,-135,-133,1019,0,1,1,1
6,5.20E-18,7,12,-142,-120,1019,0,1,1,1
4,3,6,18,-128,-121,1019,0,1,1,1
7,1.94E-26,12,24,-144,-144,1019,0,1,1,1
7,4.96E-24,12,22,-139,-135,1019,0,1,1,1
3,0.09375,12,23,-140,-137,1019,0,1,1,1
9,3,21,27,-146,-139,1019,0,1,1,1
5,1.94E-26,14,20,-144,-139,1019,0,1,1,1
12,1.5,7,24,-149,-151,1019,0,1,1,1
6,3,12,17,-140,-136,1019,0,1,1,1
5.55E-17,3,15,30,-155,-154,1019,0,1,1,1
2.78E-17,3,15,23,-141,-136,1019,0,1,1,1
1,3,17,24,-152,-145,1019,0,1,1,1
8,3,20,26,-157,-154,1019,0,1,1,1
5,4.63E-23,15,21,-151,-145,1019,0,1,1,1
1,3,21,22,-155,-151,1019,0,1,1,1
1,7,21,22,-149,-149,1019,0,1,1,1
4,7,18,16,-158,-158,1019,0,1,1,1
12,7,25,21,-151,-150,1019,0,1,1,1
14,3,23,15,-136,-134,1019,0,1,1,1
19,3,21,27,-154,-150,1019,0,1,1,1
30,0.01171875,17,4,-142,-142,1019,0,1,1,1
20,7,21,24,-152,-143,1019,0,1,1,1
30,3.97E-23,21,31,-150,-148,1019,0,1,1,1
20,9.69E-27,17,30,-157,-163,1019,0,1,1,1
27,3,20,21,-139,-135,1019,0,1,1,1
36,7,23,25,-153,-145,1019,0,1,1,1
58,1.24E-24,21,10,-132,-125,1019,0,1,1,1
23,0.0234375,7,16,-128,-122,1019,0,1,1,1
16,9.05E-26,14,23,-143,-140,1019,0,1,1,1
16,5.93E-21,12,23,-138,-129,1019,0,1,1,1
7,1.5,9,23,-146,-136,1019,0,1,1,1
12,2.03E-20,14,29,-158,153,1019,0,1,1,1
12,1.19E-20,12,25,-148,-141,1019,0,1,1,1
17,2.37E-20,14,29,-143,-141,1019,0,1,1,1
15,3,14,25,-148,-146,1019,0,1,1,1
15,4.14E-24,10,23,-129,-128,1019,0,1,1,1
21,5.79E-24,14,7,-120,-116,1019,0,1,1,1
27,0.09375,23,19,-122,-107,1019,0,1,1,1
48,3,20,13,-136,-127,1019,0,1,1,1
24,1.94E-26,20,5,-128,-125,1019,0,1,1,1
4,10,14,20,-117,-119,1019,0,1,1,1
24,7,20,11,-103,-100,1019,0,1,1,1
1,0.0234375,20,20,-140,-132,1019,0,1,1,1
7.45E-08,0.75,31,15,-156,-150,1019,0,1,1,1
2,8.13E-20,23,22,-148,-127,1019,0,1,1,1
9,3,17,29,-160,-152,1019,0,1,1,1
6,7,15,28,-141,-135,1019,0,1,1,1
25,3,12,28,-153,-146,1019,0,1,1,1
24,3.97E-23,18,23,-142,-119,1019,0,1,1,1
16,1.81E-25,14,21,-144,-141,1019,0,1,1,1
11,7.94E-23,18,15,-149,-139,1019,0,1,1,1
16,6.20E-25,7,16,-152,-140,1019,0,1,1,1
2,3.71E-22,18,25,-145,-137,1019,0,1,1,1
22,1.19E-20,17,45,-153,-142,1019,0,1,1,1
17,1.94E-26,17,14,-151,-144,1019,0,1,1,1
41,4.07E-20,15,32,-165,-150,1019,0,1,1,1
4,3.79E-19,20,32,-152,-150,1019,0,1,1,1
6,3.23E-26,23,33,-159,-154,1019,0,1,1,1
10,3.62E-25,18,12,-139,-133,1019,0,1,1,1
15,1.16E-23,20,12,-150,-140,1019,0,1,1,1
15,9.16E-05,34,11,-150,-135,1019,0,1,1,1
5,6.20E-25,25,19,-154,-142,1019,0,1,1,1
10,1.27E-21,20,16,-146,-137,1019,0,1,1,1
12,1.90E-19,28,28,-152,-132,1019,0,1,1,1
15,0.0234375,25,16,-140,-135,1019,0,1,1,1
16,1.85E-22,25,24,-150,-142,1019,0,1,1,1
11,1.24E-24,18,16,-156,-144,1019,0,1,1,1
31,5.17E-25,25,19,-153,-143,1019,0,1,1,1
18,6.20E-25,23,16,-146,-135,1019,0,1,1,1
27,4.04E-27,25,14,-144,-136,1019,0,1,1,1
18,1.41E-27,32,28,-154,-154,1019,0,1,1,1
5,4.16E-17,23,28,-154,-128,1019,0,1,1,1
7,2.96E-21,17,25,-160,-155,1019,0,1,1,1
15,5.79E-24,26,32,-165,-149,1019,0,1,1,1
22,3.10E-25,29,20,-155,-140,1019,0,1,1,1
34,8.27E-24,23,25,-142,-138,1019,0,1,1,1
72,9.26E-23,29,27,-132,-124,1019,0,1,1,1
11,3,31,31,-143,-140,1019,0,1,1,1
24,8.73E-11,31,18,-129,-128,1019,0,1,1,1
53,4.24E-21,28,21,-126,-122,1019,0,1,1,1
20,1.24E-24,23,16,-131,-125,1019,0,1,1,1
10,3.10E-25,21,16,-138,-129,1019,0,1,1,1
18,5.17E-25,29,27,-139,-136,1019,0,1,1,1
24,1.81E-25,28,30,-138,-135,1019,0,1,1,1
11,4.85E-27,28,23,-128,-126,1019,0,1,1,1
7,3,29,34,-155,-153,1019,0,1,1,1
20,6.78E-20,29,33,-154,-138,1019,0,1,1,1
21,1.59E-22,23,31,-143,-138,1019,0,1,1,1
14,1.81E-25,28,32,-159,-150,1019,0,1,1,1
17,3.31E-23,29,31,-147,-135,1019,0,1,1,1
18,2.26E-26,26,35,-153,-150,1019,0,1,1,1
8,6.98E-10,20,29,-149,-151,1019,0,1,1,1
3,0.09375,25,33,-155,-148,1019,0,1,1,1
6,3,29,27,-152,-145,1019,0,1,1,1
3,1.24E-24,32,33,-146,-141,1019,0,1,1,1
0.25,3,25,36,-155,-150,1019,0,1,1,1
0.000976563,0.1875,26,37,-154,-150,1019,0,1,1,1
57,3.71E-22,32,35,-148,-136,1019,0,1,1,1
8,6.35E-22,18,26,-150,-143,1019,0,1,1,1
5,1.45E-24,25,40,-154,-146,1019,0,1,1,1
15,5.08E-21,20,33,-149,-129,1019,0,1,1,1
17,7.75E-26,18,10,-132,-121,1019,0,1,1,1
34,1.24E-14,25,36,-139,-24,1019,0,1,1,1
42,3.79E-19,28,43,-150,-135,1019,0,1,1,1
38,4.85E-27,28,9,-122,-119,1019,0,1,1,1
41,2.32E-23,23,9,-122,-113,1019,0,1,1,1
13,2.03E-20,23,30,-140,-129,1019,0,1,1,1
7,1.30E-18,28,26,-120,-115,1019,0,1,1,1
42,1.11E-15,18,7,-127,-98,1019,0,1,1,1
0.03125,1.5,26,26,-120,-110,1019,0,1,1,1
8,2.60E-18,26,27,-132,-120,1019,0,1,1,1
28,5.33E-15,26,24,-131,-98,1019,0,1,1,1
14,4.74E-20,25,21,-82,-94,1019,0,1,1,1
2,5.08E-21,25,27,-111,-115,1019,0,1,1,1
7,8.13E-20,23,17,-121,-119,1019,0,1,1,1
0.0078125,14,40,41,-158,-145,1019,0,1,1,1
47,8.13E-20,28,15,-122,-116,1019,0,1,1,1
10,2.54E-21,10,12,-144,-147,1019,0,1,1,1
14,7,9,12,-133,-130,1019,0,1,1,1
28,2.58E-25,15,13,-113,-112,1019,0,1,1,1
30,0.09375,17,14,-117,-111,1019,0,1,1,1
40,3,18,15,-117,-112,1019,0,1,1,1
10,3,17,20,-151,-155,1019,0,1,1,1
27,3,20,21,-139,-135,1019,0,1,1,1
11,9.69E-27,10,6,-127,-121,1019,0,1,1,1
19,3,12,11,-104,-107,1019,0,1,1,1
27,4.04E-27,25,14,-144,-136,1019,0,1,1,1
12,6.20E-25,26,22,-160,-151,1019,0,1,1,1
25,6.06E-28,28,14,-140,-139,1019,0,1,1,1
25,7.75E-26,31,28,-131,-127,1019,0,1,1,1
17,0.75,23,23,-158,-155,1019,0,1,1,1
7,1.5,25,33,-146,-146,1019,0,1,1,1
2,3,34,39,-149,-145,1019,0,1,1,1
24,3,29,32,-149,-141,1019,0,1,1,1
19,9.69E-27,25,11,-108,-103,1019,0,1,1,1
54,1.59E-22,29,17,-128,-118,1019,0,1,1,1
86,8.33E-17,25,10,-101,-104,1019,0,1,1,1
5,1.27E-21,21,23,-97,-103,1019,0,1,1,1
73,12,4,8,-163,-138,1020,1,0,1,1
100,0.000732422,9,3,-159,-145,1020,1,0,1,1
100,3,12,16,-171,174,1020,1,0,1,1
24,3,5,4,-159,161,1020,1,0,1,1
100,6,7,17,-154,162,1020,1,0,1,1
100,12,16,14,-160,173,1020,1,0,1,1
100,3,5,17,-159,165,1020,1,0,1,1
100,4.47E-08,0.25,27,-165,167,1020,1,0,1,1
100,0.046875,3.5,30,-154,156,1020,1,0,1,1
100,0.09375,7,35,-165,166,1020,1,0,1,1
100,0.002929688,9,35,-144,151,1020,1,0,1,1
91,9,14,24,-30,166,1020,1,0,1,1
100,3,0.00390625,19,-165,158,1020,1,0,1,1
91,3,1,36,-163,161,1020,1,0,1,1
100,16,16,33,-145,164,1020,1,0,1,1
100,19,23,33,-171,162,1020,1,0,1,1
100,12,16,27,-167,168,1020,1,0,1,1
100,19,21,30,-168,166,1020,1,0,1,1
100,19,18,36,-169,166,1020,1,0,1,1
100,6,1.49E-08,32,-167,165,1020,1,0,1,1
100,9,4.77E-07,38,-161,163,1020,1,0,1,1
100,9,1.16E-10,40,-165,170,1020,1,0,1,1
100,6,5,36,-166,159,1020,1,0,1,1
100,9,14,26,-172,158,1020,1,0,1,1
100,12,15,32,-164,155,1020,1,0,1,1
100,6,2,27,-166,155,1020,1,0,1,1
100,6,5,37,152,149,1020,1,0,1,1
100,12,23,42,-168,160,1020,1,0,1,1
100,9,16,41,149,149,1020,1,0,1,1
100,12,9,38,-160,147,1020,1,0,1,1
100,12,4,30,-154,152,1020,1,0,1,1
100,19,2,22,-161,153,1020,1,0,1,1
100,12,7,33,-163,150,1020,1,0,1,1
100,16,12,35,-134,148,1020,1,0,1,1
100,16,19,34,-140,145,1020,1,0,1,1
100,16,11,32,-152,152,1020,1,0,1,1
100,6,15,26,-154,150,1020,1,0,1,1
100,12,16,35,-141,142,1020,1,0,1,1
100,16,19,33,-139,149,1020,1,0,1,1
100,19,18,37,-145,139,1020,1,0,1,1
100,19,14,33,-121,143,1020,1,0,1,1
100,16,11,26,-150,147,1020,1,0,1,1
100,9,9,32,-142,143,1020,1,0,1,1
100,6,0.000244141,34,-34,138,1020,1,0,1,1
73,19,9,16,-153,148,1020,1,0,1,1
100,16,7,20,-143,149,1020,1,0,1,1
100,9,2,33,-140,143,1020,1,0,1,1
100,12,8,39,-92,148,1020,1,0,1,1
100,6,14,40,-154,145,1020,1,0,1,1
100,22,5,30,-33,154,1020,1,0,1,1
100,16,12,30,-148,152,1020,1,0,1,1
96,19,9,30,-72,155,1020,1,0,1,1
100,16,9,27,-135,150,1020,1,0,1,1
87,12,1,28,154,157,1020,1,0,1,1
100,16,2,27,-124,156,1020,1,0,1,1
100,16,0.015625,22,164,150,1020,1,0,1,1
88,16,1,17,-39,139,1020,1,0,1,1
100,22,7,40,25,121,1020,1,0,1,1
100,12,11,22,-78,135,1020,1,0,1,1
100,9,12,25,-150,153,1020,1,0,1,1
100,16,15,36,-152,150,1020,1,0,1,1
100,6,14,25,-148,146,1020,1,0,1,1
100,16,9,34,154,143,1020,1,0,1,1
100,19,16,32,-97,143,1020,1,0,1,1
100,6,9,19,-156,157,1020,1,0,1,1
100,12,14,25,-149,151,1020,1,0,1,1
64,6,5.68E-14,19,-169,163,1020,1,0,1,1
100,16,16,33,-166,149,1020,1,0,1,1
100,3,14,24,-158,152,1020,1,0,1,1
100,12,12,25,-158,150,1020,1,0,1,1
100,6,11,20,-163,159,1020,1,0,1,1
100,6,15,40,-41,153,1020,1,0,1,1
100,6,14,19,-45,146,1020,1,0,1,1
100,19,5,32,-36,142,1020,1,0,1,1
84,6,9.09E-13,7,-160,162,1020,1,0,1,1
100,9,2,33,11,152,1020,1,0,1,1
64,3,5.97E-13,6,-139,175,1020,1,0,1,1
84,12,0.125,15,-130,166,1020,1,0,1,1
100,9,11,29,-168,152,1020,1,0,1,1
100,6,9,31,-11,153,1020,1,0,1,1
100,16,8,23,106,154,1020,1,0,1,1
100,12,1,25,-164,163,1020,1,0,1,1
85,12,8,28,144,159,1020,1,0,1,1
100,6,14,20,-162,150,1020,1,0,1,1
100,9,12,28,-162,152,1020,1,0,1,1
100,16,18,33,10,151,1020,1,0,1,1
100,6,4,31,-120,156,1020,1,0,1,1
100,3,0.00390625,37,147,151,1020,1,0,1,1
100,12,0.5,38,151,155,1020,1,0,1,1
100,9,11,30,-84,148,1020,1,0,1,1
100,6,0.125,27,35,158,1020,1,0,1,1
98,12,2,35,-159,159,1020,1,0,1,1
100,12,1,33,101,151,1020,1,0,1,1
100,12,7,31,-136,154,1020,1,0,1,1
100,16,15,38,161,147,1020,1,0,1,1
100,19,7,38,27,141,1020,1,0,1,1
100,9,15,27,151,146,1020,1,0,1,1
78,3,7,13,-153,163,1020,1,0,1,1
100,12,14,36,144,157,1020,1,0,1,1
100,16,15,32,14,155,1020,1,0,1,1
100,3,12,32,-157,156,1020,1,0,1,1
100,12,19,31,-147,155,1020,1,0,1,1
100,9,14,29,-162,157,1020,1,0,1,1
100,9,7,29,-162,156,1020,1,0,1,1
100,9,12,29,-166,161,1020,1,0,1,1
100,6,14,19,-158,165,1020,1,0,1,1
100,9,11,27,-160,160,1020,1,0,1,1
100,12,11,27,-160,161,1020,1,0,1,1
100,9,1,23,-139,159,1020,1,0,1,1
100,12,2,27,-165,164,1020,1,0,1,1
100,12,1,28,-168,164,1020,1,0,1,1
100,16,12,33,-156,158,1020,1,0,1,1
100,9,9,30,-157,162,1020,1,0,1,1
100,12,14,27,-142,157,1020,1,0,1,1
100,12,7,29,-156,155,1020,1,0,1,1
100,19,2,36,-90,150,1020,1,0,1,1
100,12,2,28,-151,153,1020,1,0,1,1
100,9,3.81E-06,30,-151,151,1020,1,0,1,1
100,9,5.96E-08,27,-155,153,1020,1,0,1,1
100,5.72E-06,0.03125,40,-147,147,1020,1,0,1,1
100,12,12,23,-167,164,1020,1,0,1,1
100,12,14,41,-119,155,1020,1,0,1,1
100,9,7,27,-169,163,1020,1,0,1,1
79,12,0.5,24,-161,164,1020,1,0,1,1
100,6,8,28,-162,157,1020,1,0,1,1
100,9,14,20,-167,161,1020,1,0,1,1
100,3,8,16,-140,154,1020,1,0,1,1
100,12,9,30,-148,154,1020,1,0,1,1
95,12,11,19,-166,173,1020,1,0,1,1
100,9,12,42,-125,140,1020,1,0,1,1
100,12,1,35,-168,153,1020,1,0,1,1
100,6,16,36,-113,149,1020,1,0,1,1
100,12,8,35,85,149,1020,1,0,1,1
100,12,15,37,158,145,1020,1,0,1,1
100,12,8,42,-165,148,1020,1,0,1,1
100,19,12,32,-164,146,1020,1,0,1,1
100,12,15,29,-165,151,1020,1,0,1,1
100,16,18,38,116,142,1020,1,0,1,1
100,12,18,36,42,151,1020,1,0,1,1
100,12,9,33,93,152,1020,1,0,1,1
100,6,8,27,-170,164,1020,1,0,1,1
92,9,14,30,60,163,1020,1,0,1,1
100,12,16,27,-171,168,1020,1,0,1,1
100,9,18,33,-168,160,1020,1,0,1,1
100,6,12,19,-165,159,1020,1,0,1,1
90,16,16,38,-164,157,1020,1,0,1,1
100,12,11,32,-161,156,1020,1,0,1,1
100,9,5,29,-163,149,1020,1,0,1,1
98,6,8,29,-153,157,1020,1,0,1,1
100,3,3,30,-167,157,1020,1,0,1,1
100,3,17,32,-170,157,1020,1,0,1,1
100,7,1.5,37,-160,149,1020,1,0,1,1
100,1.09E-11,4,22,-167,158,1020,1,0,1,1
100,4.37E-11,0.5,36,148,145,1020,1,0,1,1
100,5.33E-15,17,32,-98,161,1020,1,0,1,1
100,5.33E-15,3,35,72,152,1020,1,0,1,1
100,3,6,32,-161,156,1020,1,0,1,1
100,7,14,42,153,144,1020,1,0,1,1
100,11,9,42,-164,151,1020,1,0,1,1
100,22,15,42,-153,162,1020,1,0,1,1
15,94,91,2,-158,168,1021,0,1,1,1
15,97,92,2,-157,165,1021,0,1,1,1
18,100,90,25,-156,160,1021,0,1,1,1
14,100,93,26,-150,150,1021,0,1,1,1
14,100,88,49,-147,151,1021,0,1,1,1
18,100,92,11,-156,169,1021,0,1,1,1
22,100,88,45,-151,157,1021,0,1,1,1
29,97,92,32,-155,161,1021,0,1,1,1
42,94,87,44,-148,156,1021,0,1,1,1
50,97,87,48,-157,169,1021,0,1,1,1
48,94,85,60,-156,163,1021,0,1,1,1
50,100,86,49,-151,155,1021,0,1,1,1
50,97,88,8,-154,159,1021,0,1,1,1
41,91,91,47,-158,165,1021,0,1,1,1
30,97,88,41,-155,158,1021,0,1,1,1
24,85,87,56,-155,171,1021,0,1,1,1
46,94,88,53,-157,170,1021,0,1,1,1
43,97,88,1.40E-20,-159,174,1021,0,1,1,1
48,85,86,5.82E-11,-159,161,1021,0,1,1,1
27,100,86,56,-150,160,1021,0,1,1,1
36,97,92,58,-148,159,1021,0,1,1,1
37,94,93,51,-156,156,1021,0,1,1,1
27,97,92,56,-142,154,1021,0,1,1,1
27,88,92,50,-156,134,1021,0,1,1,1
38,94,92,54,-149,163,1021,0,1,1,1
44,91,92,53,-151,114,1021,0,1,1,1
19,94,91,54,-158,161,1021,0,1,1,1
0.00390625,100,93,32,153,146,1021,0,1,1,1
15,91,88,35,-148,156,1021,0,1,1,1
41,94,92,55,-159,173,1021,0,1,1,1
26,94,93,41,-159,168,1021,0,1,1,1
19,100,87,55,-153,161,1021,0,1,1,1
33,100,90,47,-154,159,1021,0,1,1,1
28,97,91,60,-155,167,1021,0,1,1,1
21,91,90,56,-156,167,1021,0,1,1,1
31,91,88,57,-159,169,1021,0,1,1,1
28,97,91,59,-155,163,1021,0,1,1,1
22,91,86,60,-149,153,1021,0,1,1,1
38,88,90,55,-150,169,1021,0,1,1,1
27,79,82,51,-158,141,1021,0,1,1,1
22,85,90,56,-157,172,1021,0,1,1,1
42,88,90,56,-155,173,1021,0,1,1,1
27,91,90,53,-147,142,1021,0,1,1,1
38,91,90,57,-155,163,1021,0,1,1,1
29,82,86,48,-148,159,1021,0,1,1,1
24,85,85,42,-156,169,1021,0,1,1,1
38,91,82,36,-158,167,1021,0,1,1,1
34,76,85,49,-147,158,1021,0,1,1,1
36,85,87,57,-154,171,1021,0,1,1,1
39,91,87,59,-149,165,1021,0,1,1,1
41,94,83,58,-151,166,1021,0,1,1,1
16,100,92,42,-141,157,1021,0,1,1,1
33,100,92,48,-143,151,1021,0,1,1,1
30,91,91,55,-150,164,1021,0,1,1,1
38,97,93,53,-157,17,1021,0,1,1,1
45,94,92,57,-142,150,1021,0,1,1,1
38,91,90,58,-145,166,1021,0,1,1,1
38,97,92,55,-141,149,1021,0,1,1,1
42,79,88,53,-141,156,1021,0,1,1,1
30,91,93,53,-145,159,1021,0,1,1,1
34,73,87,57,-143,166,1021,0,1,1,1
38,82,86,58,-147,141,1021,0,1,1,1
27,79,85,51,-143,161,1021,0,1,1,1
36,91,86,43,-147,160,1021,0,1,1,1
18,85,85,31,-156,39,1021,0,1,1,1
34,91,87,41,-156,160,1021,0,1,1,1
34,85,83,45,-151,155,1021,0,1,1,1
37,91,90,55,-151,160,1021,0,1,1,1
34,88,91,52,-152,158,1021,0,1,1,1
26,88,90,48,-151,165,1021,0,1,1,1
38,97,90,40,-151,163,1021,0,1,1,1
