F1,F2,F3,F4,X,Y,TARGET
,,,,-140,139,18
,,,,-133,133,18
,,,,-121,126,18
,,,,-134,135,18
,,,,-139,141,18
,,,,-132,133,18
,,,,-144,143,18
,,,,-131,128,18
,,,,-137,144,18
,,,,-133,133,18
,,,,-113,117,18
,,,,-101,115,18
,,,,-123,129,18
,,,,-86,112,18
,,,,-122,122,18
,,,,-98,112,18
,,,,-112,115,18
,,,,-87,95,18
,,,,-96,106,18
,,,,-103,107,18
,,,,-94,103,18
,,,,-81,90,18
,,,,-82,87,18
,,,,-95,97,18
,,,,-108,54,18
,,,,-104,56,18
,,,,-110,58,18
,,,,-107,109,18
,,,,-106,122,18
,,,,-98,111,18
,,,,-124,125,18
,,,,-141,142,18
,,,,-127,128,18
,,,,-129,132,18
,,,,-120,129,18
,,,,-109,113,18
,,,,-106,118,18
,,,,-112,121,18
,,,,-80,97,18
,,,,-105,120,18
,,,,-74,102,18
,,,,-100,106,18
,,,,-95,102,18
,,,,-105,106,18
,,,,-104,108,18
,,,,-101,103,18
,,,,-106,105,18
,,,,-124,119,18
,,,,-102,96,18
,,,,-98,99,18
,,,,-118,99,18
,,,,-117,106,18
,,,,-110,108,18
,,,,-106,91,18
,,,,-101,107,18
,,,,-95,96,18
,,,,-101,90,18
,,,,-85,87,18
,,,,-85,82,18
,,,,-93,81,18
,,,,-112,105,18
,,,,-109,96,18
,,,,-112,102,18
,,,,-71,101,18
,,,,-78,68,18
,,,,-115,91,18
,,,,-109,80,18
,,,,-110,72,18
,,,,-129,115,18
,,,,-129,113,18
,,,,-84,62,18
,,,,-106,67,18
,,,,-125,118,18
,,,,-96,123,18
,,,,-112,122,18
,,,,-88,112,18
,,,,-85,112,18
,,,,-130,135,18
,,,,-131,129,18
,,,,-135,142,18
,,,,-140,145,18
,,,,-139,143,18
,,,,-146,152,18
,,,,-149,157,18
,,,,-148,167,18
,,,,-149,159,18
,,,,-147,161,18
,,,,-155,169,18
,,,,-158,162,18
,,,,-156,161,18
,,,,-140,141,18
,,,,-154,154,18
,,,,-145,161,18
,,,,-141,149,18
,,,,-144,148,18
,,,,-142,144,18
,,,,-136,137,18
,,,,-143,143,18
,,,,-141,143,18
,,,,-131,131,18
,,,,-131,132,18
,,,,-136,138,18
,,,,-111,97,18
,,,,-124,124,18
,,,,-119,117,18
,,,,-125,124,18
,,,,-134,138,18
,,,,-157,164,18
,,,,-141,145,18
,,,,-134,134,18
,,,,-145,149,18
,,,,-155,162,18
,,,,-156,164,18
,,,,-152,157,18
,,,,-154,160,18
,,,,-148,155,18
,,,,-150,153,18
,,,,-143,150,18
,,,,-149,152,18
,,,,-135,140,18
,,,,-140,143,18
,,,,-140,142,18
,,,,-144,147,18
,,,,-148,154,18
,,,,-145,148,18
,,,,-142,148,18
,,,,-138,154,18
,,,,-146,146,18
,,,,-147,151,18
,,,,-146,152,18
,,,,-145,155,18
,,,,-133,133,18
,,,,-134,135,18
,,,,-131,133,18
,,,,-144,140,18
,,,,-145,142,18
,,,,-148,149,18
,,,,-133,132,18
,,,,-133,136,18
,,,,-134,135,18
,,,,-144,152,18
,,,,-136,143,18
,,,,-136,139,18
,,,,-126,128,18
,,,,-145,147,18
,,,,-111,112,18
,,,,-135,136,18
,,,,-142,146,18
,,,,-135,136,18
,,,,-135,137,18
,,,,-135,135,18
,,,,-130,130,18
,,,,-139,143,18
,,,,-134,135,18
,,,,-145,152,18
,,,,-141,146,18
,,,,-146,143,18
,,,,-69,6,10
,,,,-117,32,10
,,,,-120,49,10
,,,,-127,95,10
,,,,-82,126,10
,,,,-135,43,10
,,,,-139,67,10
,,,,-122,55,10
,,,,-119,60,10
,,,,-153,97,10
,,,,-133,93,10
,,,,-140,100,10
,,,,-161,138,10
,,,,-112,-8,10
,,,,-139,33,10
,,,,-147,37,10
,,,,-131,61,10
,,,,-129,91,10
,,,,-132,58,10
,,,,-128,69,10
,,,,-156,124,10
,,,,-127,22,10
,,,,-134,63,10
,,,,-127,52,10
,,,,-158,121,10
,,,,-152,104,10
,,,,-123,94,10
,,,,-154,80,10
,,,,-127,11,10
,,,,-143,87,10
,,,,-159,132,10
,,,,-135,47,10
,,,,-155,123,10
,,,,-144,91,10
,,,,-121,63,10
,,,,-128,104,10
,,,,-151,91,10
,,,,-123,-2,10
,,,,-101,-19,10
,,,,-122,-2,10
,,,,-160,103,10
,,,,-147,81,10
,,,,-104,89,10
,,,,-138,52,10
,,,,-129,30,10
,,,,-159,70,10
,,,,-166,96,10
,,,,-161,-72,10
,,,,-122,-11,10
,,,,-139,51,10
,,,,-113,-4,10
,,,,-111,-12,10
,,,,-127,42,10
,,,,-106,-14,10
,,,,-113,42,10
,,,,-105,100,10
,,,,-130,66,10
,,,,-116,89,10
,,,,-127,84,10
,,,,-132,89,10
,,,,-117,80,10
,,,,-107,35,10
,,,,-83,8,10
,,,,-117,37,10
,,,,-79,-26,10
,,,,-114,-12,10
,,,,-101,3,10
,,,,-109,5,10
,,,,-115,56,10
,,,,-95,1,10
,,,,-120,20,10
,,,,-129,91,10
,,,,-117,103,10
,,,,-93,81,10
,,,,-22,102,10
,,,,-89,38,10
,,,,-98,41,10
,,,,-101,14,10
,,,,-75,47,10
,,,,-104,37,10
,,,,-103,3,10
,,,,-121,127,10
,,,,-101,60,10
,,,,-90,21,10
,,,,-90,-8,10
,,,,-98,14,10
,,,,-107,-10,10
,,,,-97,-5,10
,,,,-128,72,10
,,,,-123,-64,10
,,,,-135,-54,10
,,,,-123,-58,10
,,,,-139,-79,10
,,,,-130,-6,10
,,,,-152,28,10
,,,,-111,29,10
,,,,-102,-4,10
,,,,-89,-17,10
,,,,-104,-33,10
,,,,-118,58,10
,,,,-120,-4,10
,,,,-108,14,10
,,,,-112,41,10
,,,,-115,10,10
,,,,-131,-70,10
,,,,-123,39,10
,,,,-118,-34,10
,,,,-134,-57,10
,,,,-127,-94,10
,,,,-107,-51,10
,,,,-111,-47,10
,,,,-128,-32,10
,,,,-114,-60,10
,,,,-134,-67,10
,,,,-136,-45,10
,,,,-157,-33,10
,,,,-155,-90,10
,,,,-124,-82,10
,,,,-135,5,10
,,,,-131,-65,10
,,,,-109,-46,10
,,,,-135,-99,10
,,,,-149,-59,10
,,,,-112,-71,10
,,,,-128,-123,10
,,,,-167,64,10
,,,,-154,-137,10
,,,,-147,132,10
,,,,-124,-95,10
,,,,-140,-94,10
,,,,-135,-93,10
,,,,-131,-98,10
,,,,-136,-106,10
,,,,-145,-101,10
,,,,-110,-63,10
,,,,-152,0,10
,,,,-142,-120,10
,,,,-147,31,10
,,,,-133,-6,10
,,,,-157,127,10
,,,,-112,-37,10
,,,,-135,-68,10
,,,,-156,-133,10
,,,,-136,-105,10
,,,,-151,-141,10
,,,,-169,-56,10
,,,,-147,-113,10
,,,,-166,-50,10
,,,,-138,-83,10
,,,,-151,-120,10
,,,,-162,111,10
,,,,-136,159,10
,,,,-106,122,10
,,,,-153,-110,10
,,,,-122,-24,10
,,,,-155,-70,10
,,,,-161,-24,10
,,,,-161,-84,10
,,,,-121,-67,10
,,,,-162,-144,10
,,,,-41,-96,16
,,,,-55,-96,16
,,,,-137,-94,16
,,,,-76,-125,16
,,,,-38,-91,16
,,,,-26,-98,16
,,,,-6,-97,16
,,,,-11,-105,16
,,,,-3,-99,16
,,,,-7,-107,16
,,,,-27,-97,16
,,,,-24,-98,16
,,,,-8,-104,16
,,,,-23,-109,16
,,,,-37,-91,16
,,,,-46,-84,16
,,,,-24,-105,16
,,,,-42,-107,16
,,,,-17,-103,16
,,,,-13,-104,16
,,,,-10,-99,16
,,,,-9,-96,16
,,,,-19,-100,16
,,,,-19,-95,16
,,,,-4,-104,16
,,,,-121,-105,16
,,,,-49,-81,16
,,,,-28,-105,16
,,,,-31,-91,16
,,,,-116,-51,16
,,,,-29,-104,16
,,,,-12,-108,16
,,,,-27,-100,16
,,,,-5,-110,16
,,,,-4,-108,16
,,,,0,-111,16
,,,,-7,-104,16
,,,,-9,-91,16
,,,,0,-100,16
,,,,-93,-79,16
,,,,-13,-104,16
,,,,-1,-105,16
,,,,-5,-98,16
,,,,-16,-99,16
,,,,-15,-104,16
,,,,-3,-100,16
,,,,-5,-107,16
,,,,-14,-103,16
,,,,-43,-101,16
,,,,-3,-105,16
,,,,-15,-103,16
,,,,-24,-100,16
,,,,-54,-81,16
,,,,-7,-117,16
,,,,-35,-105,16
,,,,-24,-97,16
,,,,-20,-110,16
,,,,-13,-110,16
,,,,-46,-89,16
,,,,-30,-105,16
,,,,-31,-87,16
,,,,-16,-100,16
,,,,-27,-94,16
,,,,-91,-71,16
,,,,-5,-94,16
,,,,-9,-103,16
,,,,-31,-88,16
,,,,-31,-105,16
,,,,-50,-92,16
,,,,-18,-70,16
,,,,-11,-56,16
,,,,-7,-60,16
,,,,-12,-69,16
,,,,-14,-52,16
,,,,-13,-49,16
,,,,-14,-66,16
,,,,-12,-66,16
,,,,-8,-65,16
,,,,-12,-71,16
,,,,-12,-72,16
,,,,-10,-61,16
,,,,-12,-49,16
,,,,-9,-62,16
,,,,-8,-61,16
,,,,-8,-54,16
,,,,-9,-57,16
,,,,-13,-58,16
,,,,-5,-55,16
,,,,-6,-49,16
,,,,-2,-63,16
,,,,-4,-50,16
,,,,-2,-56,16
,,,,-4,-50,16
,,,,-4,-39,16
,,,,-3,-41,16
,,,,-3,-54,16
,,,,-9,-49,16
,,,,-7,-57,16
,,,,-17,-78,16
,,,,-9,-51,16
,,,,-13,-58,16
,,,,-6,-81,16
,,,,-6,-49,16
,,,,-5,-74,16
,,,,-4,-54,16
,,,,-11,-52,16
,,,,-16,-62,16
,,,,-13,-57,16
,,,,-18,-61,16
,,,,-10,-68,16
,,,,-11,-56,16
,,,,-10,-46,16
,,,,-10,-50,16
,,,,-6,-49,16
,,,,-6,-52,16
,,,,-6,-45,16
,,,,-4,-58,16
,,,,-6,-50,16
,,,,-11,-73,16
,,,,-20,-90,16
,,,,-24,-86,16
,,,,-16,-63,16
,,,,-19,-74,16
,,,,-17,-83,16
,,,,-19,-79,16
,,,,-15,-85,16
,,,,-22,-97,16
,,,,-10,-66,16
,,,,-14,-76,16
,,,,-10,-66,16
,,,,-13,-73,16
,,,,-12,-80,16
,,,,-14,-74,16
,,,,-7,-62,16
,,,,-8,-56,16
,,,,-14,-65,16
,,,,-3,-72,16
,,,,-14,-69,16
,,,,-16,-65,16
,,,,-8,-66,16
,,,,-5,-54,16
,,,,-9,-68,16
,,,,-9,-54,16
,,,,-7,-53,16
,,,,-5,-49,16
,,,,-6,-49,16
,,,,-7,-57,16
,,,,-5,-54,16
,,,,-8,-51,16
,,,,-8,-57,16
,,,,-5,-58,16
,,,,-4,-46,16
,,,,-10,-54,16
,,,,-5,-42,16
,,,,-3,-37,16
,,,,0,-45,16
,,,,-6,-41,16
,,,,-3,-40,16
,,,,0,-45,16
,,,,-3,-45,16
,,,,-108,7,7
,,,,-111,19,7
,,,,-117,-8,7
,,,,-111,0,7
,,,,-115,9,7
,,,,-104,17,7
,,,,-119,76,7
,,,,-93,20,7
,,,,-97,-14,7
,,,,-104,-15,7
,,,,-108,5,7
,,,,-107,-3,7
,,,,-109,-6,7
,,,,-116,12,7
,,,,-112,48,7
,,,,-103,49,7
,,,,-106,18,7
,,,,-106,0,7
,,,,-109,31,7
,,,,-110,18,7
,,,,-107,3,7
,,,,-105,10,7
,,,,-109,2,7
,,,,-104,0,7
,,,,-98,-6,7
,,,,-79,-16,7
,,,,-86,-13,7
,,,,-74,-21,7
,,,,-85,-8,7
,,,,-81,-9,7
,,,,-79,-6,7
,,,,-85,-9,7
,,,,-88,-1,7
,,,,-91,-7,7
,,,,-91,-6,7
,,,,-94,-16,7
,,,,-97,-8,7
,,,,-86,-15,7
,,,,-83,-16,7
,,,,-87,-11,7
,,,,-84,-6,7
,,,,-86,-11,7
,,,,-89,-6,7
,,,,-87,-7,7
,,,,-85,-10,7
,,,,-76,-13,7
,,,,-71,-16,7
,,,,-92,-6,7
,,,,-76,-13,7
,,,,-79,11,7
,,,,-73,-14,7
,,,,-71,-12,7
,,,,-76,-12,7
,,,,-59,-18,7
,,,,-81,-5,7
,,,,-67,-13,7
,,,,-63,-16,7
,,,,-76,-10,7
,,,,-68,-6,7
,,,,-67,-1,7
,,,,-70,-11,7
,,,,-67,-12,7
,,,,-67,0,7
,,,,-63,-9,7
,,,,-72,-14,7
,,,,-63,-9,7
,,,,-71,-1,7
,,,,-85,7,7
,,,,-66,-13,7
,,,,-82,5,7
,,,,-77,-10,7
,,,,-75,-2,7
,,,,-80,-12,7
,,,,-84,-10,7
,,,,-72,-22,7
,,,,-68,-20,7
,,,,-65,-21,7
,,,,-66,-23,7
,,,,-80,-12,7
,,,,-75,-11,7
,,,,-79,-19,7
,,,,-58,-11,7
,,,,-72,-14,7
,,,,-64,0,7
,,,,-66,-4,7
,,,,-69,-5,7
,,,,-77,-10,7
,,,,-76,-5,7
,,,,-86,-2,7
,,,,-67,-14,7
,,,,-75,-3,7
,,,,-72,-4,7
,,,,-70,-14,7
,,,,-69,-2,7
,,,,-69,-12,7
,,,,-75,4,7
,,,,-70,-13,7
,,,,-87,-5,7
,,,,-85,-18,7
,,,,-69,-20,7
,,,,-78,-19,7
,,,,-74,-19,7
,,,,-76,-22,7
,,,,-85,-16,7
,,,,-72,-19,7
,,,,-65,-11,7
,,,,-83,-14,7
,,,,-64,-8,7
,,,,-64,-15,7
,,,,-70,-10,7
,,,,-77,-9,7
,,,,-71,-11,7
,,,,-75,-8,7
,,,,-63,-10,7
,,,,-57,-17,7
,,,,-80,-12,7
,,,,-75,-7,7
,,,,-93,-5,7
,,,,-74,-12,7
,,,,-64,-16,7
,,,,-76,-13,7
,,,,-85,-3,7
,,,,-70,-11,7
,,,,-69,-12,7
,,,,-77,-10,7
,,,,-55,-21,7
,,,,-65,-18,7
,,,,-64,-19,7
,,,,-53,-18,7
,,,,-63,-6,7
,,,,-61,-5,7
,,,,-63,-4,7
,,,,-78,-16,7
,,,,-81,-6,7
,,,,-83,-5,7
,,,,-74,-4,7
,,,,-78,-11,7
,,,,-76,-6,7
,,,,-77,-2,7
,,,,-85,-5,7
,,,,-81,-9,7
,,,,-84,-6,7
,,,,-88,0,7
,,,,-78,-12,7
,,,,-72,-5,7
,,,,-82,-8,7
,,,,-77,-16,7
,,,,-86,-16,7
,,,,-81,-10,7
,,,,-75,-14,7
,,,,-73,-17,7
,,,,-74,-16,7
,,,,-79,-10,7
,,,,-74,-21,7
,,,,-77,-15,7
,,,,-73,-16,7
,,,,-107,-10,7
,,,,-72,-14,7
,,,,-69,-12,7
,,,,-75,-18,7
,,,,-7,-66,26
,,,,-43,-44,26
,,,,0,-49,26
,,,,13,-68,26
,,,,-10,-93,26
,,,,-19,-87,26
,,,,-22,-98,26
,,,,-47,-119,26
,,,,-39,-108,26
,,,,-42,-95,26
,,,,-54,-101,26
,,,,-43,-115,26
,,,,-34,-94,26
,,,,-40,-103,26
,,,,-73,-100,26
,,,,-89,-112,26
,,,,-46,-104,26
,,,,-69,-98,26
,,,,-41,-89,26
,,,,-20,-96,26
,,,,-43,-101,26
,,,,-15,-96,26
,,,,-32,-92,26
,,,,-14,-91,26
,,,,-1,-116,26
,,,,-16,-87,26
,,,,10,-111,26
,,,,-38,-95,26
,,,,-68,-125,26
,,,,-63,-97,26
,,,,-56,-91,26
,,,,-33,-80,26
,,,,-32,-92,26
,,,,25,-128,26
,,,,12,-99,26
,,,,-65,-120,26
,,,,-7,-108,26
,,,,-28,-97,26
,,,,3,-120,26
,,,,-38,-106,26
,,,,-37,-105,26
,,,,13,-112,26
,,,,-20,-104,26
,,,,-16,-94,26
,,,,-26,-101,26
,,,,-45,-123,26
,,,,-18,-123,26
,,,,-58,-109,26
,,,,-50,-109,26
,,,,-31,-102,26
,,,,-14,-93,26
,,,,-8,-106,26
,,,,-29,-97,26
,,,,-24,-92,26
,,,,-24,-91,26
,,,,-14,-94,26
,,,,-20,-96,26
,,,,-39,-96,26
,,,,-32,-120,26
,,,,-31,-124,26
,,,,11,-129,26
,,,,-70,-128,26
,,,,-45,-103,26
,,,,-28,-123,26
,,,,-50,-124,26
,,,,-30,-96,26
,,,,-62,-98,26
,,,,-40,-100,26
,,,,-52,-72,26
,,,,-26,-77,26
,,,,6,-90,26
,,,,-5,-87,26
,,,,-15,-92,26
,,,,-9,-90,26
,,,,-11,-95,26
,,,,-11,-88,26
,,,,-8,-75,26
,,,,-41,-85,26
,,,,-8,-97,26
,,,,-15,-95,26
,,,,1,-101,26
,,,,-7,-91,26
,,,,-13,-67,26
,,,,6,-103,26
,,,,-9,-69,26
,,,,3,-99,26
,,,,10,-97,26
,,,,-120,46,26
,,,,-5,5,26
,,,,-18,-89,26
,,,,-12,-108,26
,,,,0,-108,26
,,,,-15,-99,26
,,,,-25,-89,26
,,,,-35,-108,26
,,,,-25,-74,26
,,,,-15,-103,26
,,,,-36,-97,26
,,,,-7,-99,26
,,,,-11,-80,26
,,,,-26,-82,26
,,,,-10,-78,26
,,,,-20,-99,26
,,,,-22,-112,26
,,,,-28,-93,26
,,,,-13,-109,26
,,,,-9,-111,26
,,,,16,-122,26
,,,,-1,-106,26
,,,,-4,-108,26
,,,,-62,-93,26
,,,,-23,-102,26
,,,,-4,-99,26
,,,,-40,-103,26
,,,,-10,-105,26
,,,,-7,-107,26
,,,,0,-103,26
,,,,-26,-96,26
,,,,-14,-107,26
,,,,-14,-104,26
,,,,-72,-66,26
,,,,-19,-95,26
,,,,-51,-83,26
,,,,-13,-80,26
,,,,-16,-84,26
,,,,-1,-98,26
,,,,-5,-103,26
,,,,-10,-96,26
,,,,-23,-68,26
,,,,-2,-86,26
,,,,-7,-96,26
,,,,-25,-96,26
,,,,-2,-114,26
,,,,-23,-115,26
,,,,-47,-92,26
,,,,-43,-88,26
,,,,-23,-92,26
,,,,14,-100,26
,,,,39,-110,26
,,,,3,-112,26
,,,,-2,-105,26
,,,,71,-119,26
,,,,-37,-102,26
,,,,3,-97,26
,,,,0,-103,26
,,,,-13,-91,26
,,,,-19,-83,26
,,,,12,-110,26
,,,,-25,-89,26
,,,,-24,-110,26
,,,,5,-100,26
,,,,-20,-79,26
,,,,-14,-79,26
,,,,-74,-47,26
,,,,-15,-73,26
,,,,-36,-66,26
,,,,-20,-94,26
,,,,-71,-77,26
,,,,44,-99,26
,,,,56,-97,26
