F1,F2,F3,F4,X,Y,TARGET
,,,,-89,11,7
,,,,-91,9,7
,,,,-90,9,7
,,,,-93,3,7
,,,,-93,8,7
,,,,-95,6,7
,,,,-89,14,7
,,,,-89,14,7
,,,,-85,18,7
,,,,-94,23,7
,,,,-92,25,7
,,,,-99,26,7
,,,,-94,41,7
,,,,-104,10,7
,,,,-104,27,7
,,,,-97,37,7
,,,,-99,46,7
,,,,-94,20,7
,,,,-96,22,7
,,,,-95,30,7
,,,,-86,33,7
,,,,-92,26,7
,,,,-97,29,7
,,,,-92,20,7
,,,,-82,31,7
,,,,-101,24,7
,,,,-95,13,7
,,,,-96,21,7
,,,,-94,19,7
,,,,-93,18,7
,,,,-105,5,7
,,,,-99,19,7
,,,,-113,-4,7
,,,,-99,35,7
,,,,-108,34,7
,,,,-110,25,7
,,,,-109,38,7
,,,,-94,25,7
,,,,-100,31,7
,,,,-118,123,10
,,,,-124,122,10
,,,,-105,58,10
,,,,-111,41,10
,,,,-98,38,10
,,,,-113,69,10
,,,,-112,92,10
,,,,-117,101,10
,,,,-133,120,10
,,,,-124,101,10
,,,,-104,70,10
,,,,-113,47,10
,,,,-123,91,10
,,,,-122,87,10
,,,,-117,86,10
,,,,-121,95,10
,,,,-107,94,10
,,,,-116,93,10
,,,,-100,82,10
,,,,-89,51,10
,,,,-116,67,10
,,,,-92,47,10
,,,,-92,42,10
,,,,-106,20,10
,,,,-107,76,10
,,,,-110,90,10
,,,,-125,78,10
,,,,-131,47,10
,,,,-122,-3,10
,,,,-134,103,10
,,,,-119,75,10
,,,,-139,85,10
,,,,-129,79,10
,,,,-127,33,10
,,,,-126,95,10
,,,,-110,35,10
,,,,-112,85,10
,,,,-108,78,10
,,,,-102,55,10
,,,,-96,51,10
,,,,-121,89,10
,,,,-113,40,10
,,,,-110,36,10
,,,,-119,43,10
,,,,-95,36,10
,,,,-98,21,10
,,,,-118,11,10
,,,,-97,62,10
,,,,-87,34,10
,,,,-105,13,10
,,,,-71,62,10
,,,,-106,5,10
,,,,-82,43,10
,,,,-77,53,10
,,,,-91,60,10
,,,,-80,84,10
,,,,-111,84,10
,,,,-105,74,10
,,,,-124,108,10
,,,,-116,66,10
,,,,-118,104,10
,,,,-109,83,10
,,,,-88,62,10
,,,,-92,92,10
,,,,-93,78,10
,,,,-107,73,10
,,,,-115,12,10
,,,,-117,34,10
,,,,-112,86,10
,,,,-127,72,10
,,,,-122,60,10
,,,,-107,82,10
,,,,-125,107,10
,,,,-102,90,10
,,,,-114,108,10
,,,,-112,85,10
,,,,-73,75,10
,,,,-81,94,10
,,,,-114,110,10
,,,,-122,73,10
,,,,-117,56,10
,,,,-87,51,10
,,,,-83,39,10
,,,,-94,76,10
,,,,-94,53,10
,,,,-91,64,10
,,,,-94,73,10
,,,,-93,55,10
,,,,-107,42,10
,,,,-96,52,10
,,,,-103,124,10
,,,,-103,90,10
,,,,-105,84,10
,,,,-106,40,10
,,,,-99,23,10
,,,,-115,96,10
,,,,-104,46,10
,,,,-95,83,10
,,,,-102,31,10
,,,,-102,24,10
,,,,-91,52,10
,,,,-102,47,10
,,,,-106,22,10
,,,,-113,69,10
,,,,-84,55,10
,,,,-85,56,10
,,,,-102,4,10
,,,,-102,102,10
,,,,-90,60,10
,,,,-80,62,10
,,,,-94,89,10
,,,,-105,48,10
,,,,-98,60,10
,,,,-90,60,10
,,,,-110,52,10
,,,,-104,81,10
,,,,-100,63,10
,,,,-86,48,10
,,,,-96,52,10
,,,,-87,36,10
,,,,-111,3,10
,,,,-103,60,10
,,,,-70,98,10
,,,,-109,111,10
,,,,-122,45,10
,,,,-117,32,10
,,,,-89,87,10
,,,,-68,63,10
,,,,-109,62,10
,,,,-118,35,10
,,,,-105,54,10
,,,,-107,58,10
,,,,-119,82,10
,,,,-103,102,10
,,,,-118,116,10
,,,,-99,109,10
,,,,-81,76,10
,,,,-107,99,10
,,,,-113,106,10
,,,,-125,85,10
,,,,-106,66,10
,,,,-124,13,10
,,,,-114,0,10
,,,,-88,53,10
,,,,-92,73,10
,,,,-93,60,10
,,,,-76,38,10
,,,,-75,56,10
,,,,-74,44,10
,,,,-114,71,10
,,,,-103,63,10
,,,,-89,76,10
,,,,-94,93,10
,,,,-98,62,10
,,,,-115,90,10
,,,,-120,-1,10
,,,,-102,117,10
,,,,-105,81,10
,,,,-98,59,10
,,,,-115,-54,10
,,,,-60,-82,16
,,,,-50,-79,16
,,,,-37,-95,16
,,,,-50,-83,16
,,,,-24,-95,16
,,,,-25,-104,16
,,,,-36,-105,16
,,,,-37,-106,16
,,,,-29,-106,16
,,,,-67,-110,16
,,,,-23,-97,16
,,,,-16,-98,16
,,,,-28,-97,16
,,,,-24,-100,16
,,,,-21,-98,16
,,,,-23,-107,16
,,,,-17,-99,16
,,,,-19,-100,16
,,,,-24,-99,16
,,,,-29,-99,16
,,,,-21,-106,16
,,,,-34,-104,16
,,,,-32,-107,16
,,,,-42,-107,16
,,,,-39,-101,16
,,,,-167,510,16
,,,,-61,-121,16
,,,,-29,-92,16
,,,,-34,-83,16
,,,,-46,-76,16
,,,,-38,-84,16
,,,,-40,-92,16
,,,,-55,-84,16
,,,,-32,-88,16
,,,,-58,-81,16
,,,,-50,-92,16
,,,,-45,-102,16
,,,,-49,-97,16
,,,,-52,-102,16
,,,,-74,-102,16
,,,,-33,-84,16
,,,,-31,-88,16
,,,,-13,-58,16
,,,,-9,-67,16
,,,,-18,-65,16
,,,,-11,-61,16
,,,,-10,-69,16
,,,,-13,-69,16
,,,,-22,-66,16
,,,,-11,-73,16
,,,,-14,-78,16
,,,,-15,-71,16
,,,,-21,-69,16
,,,,-20,-67,16
,,,,-24,-67,16
,,,,-21,-78,16
,,,,-15,-69,16
,,,,-21,-69,16
,,,,-2,-66,16
,,,,4,-60,16
,,,,-11,-79,16
,,,,-12,-77,16
,,,,-13,-72,16
,,,,-12,-77,16
,,,,-11,-79,16
,,,,-19,-70,16
,,,,-14,-74,16
,,,,-13,-87,16
,,,,-20,-74,16
,,,,-11,-52,16
,,,,-12,-50,16
,,,,-8,-55,16
,,,,-22,-62,16
,,,,-18,-59,16
,,,,-28,-70,16
,,,,-28,-73,16
,,,,-34,-75,16
,,,,-16,-65,16
,,,,-23,-69,16
,,,,-27,-73,16
,,,,-53,-73,16
,,,,-24,-66,16
,,,,-19,-72,16
,,,,-22,-68,16
,,,,-22,-69,16
,,,,-16,-74,16
,,,,-21,-73,16
,,,,-16,-77,16
,,,,-24,-74,16
,,,,-22,-72,16
,,,,-20,-75,16
,,,,-32,-69,16
,,,,-49,-82,16
,,,,-29,-69,16
,,,,-28,-68,16
,,,,-26,-71,16
,,,,-30,-69,16
,,,,-33,-66,16
,,,,-29,-72,16
,,,,-27,-68,16
,,,,-35,-70,16
,,,,-32,-79,16
,,,,-66,-83,16
,,,,-35,-76,16
,,,,-36,-81,16
,,,,-40,-78,16
,,,,-72,-97,16
,,,,-70,-93,16
,,,,-48,-70,16
,,,,-28,-70,16
,,,,-27,-70,16
,,,,-45,-67,16
,,,,-26,-77,16
,,,,-27,-76,16
,,,,-32,-78,16
,,,,-44,-79,16
,,,,-37,-74,16
,,,,-41,-83,16
,,,,-38,-84,16
,,,,-45,-76,16
,,,,-62,-67,16
,,,,-31,-79,16
,,,,-51,-74,16
,,,,-35,-71,16
,,,,-24,-80,16
,,,,-14,-76,16
,,,,-23,-71,16
,,,,-19,-72,16
,,,,-21,-79,16
,,,,-20,-78,16
,,,,-18,-79,16
,,,,-25,-64,16
,,,,-25,-88,16
,,,,-16,-73,16
,,,,-17,-68,16
,,,,-20,-77,16
,,,,-21,-77,16
,,,,-14,-70,16
,,,,-10,-67,16
,,,,-10,-71,16
,,,,-14,-72,16
,,,,-16,-82,16
,,,,-16,-78,16
,,,,-17,-77,16
,,,,-14,-83,16
,,,,-19,-75,16
,,,,-20,-70,16
,,,,-15,-72,16
,,,,-19,-68,16
,,,,-28,-66,16
,,,,-25,-71,16
,,,,-23,-69,16
,,,,-15,-67,16
,,,,-17,-69,16
,,,,-17,-72,16
,,,,-16,-67,16
,,,,-21,-69,16
,,,,-16,-77,16
,,,,-14,-82,16
,,,,-28,-78,16
,,,,133,137,18
,,,,161,153,18
,,,,158,149,18
,,,,126,156,18
,,,,150,143,18
,,,,150,144,18
,,,,-44,163,18
,,,,-6,161,18
,,,,65,156,18
,,,,-15,160,18
,,,,93,151,18
,,,,129,153,18
,,,,-164,164,18
,,,,22,173,18
,,,,-159,163,18
,,,,101,161,18
,,,,125,158,18
,,,,68,164,18
,,,,154,153,18
,,,,100,163,18
,,,,14,165,18
,,,,67,158,18
,,,,52,163,18
,,,,-55,162,18
,,,,-168,171,18
,,,,-67,164,18
,,,,-99,166,18
,,,,57,157,18
,,,,-154,164,18
,,,,-144,168,18
,,,,30,159,18
,,,,124,157,18
,,,,72,165,18
,,,,-53,163,18
,,,,144,152,18
,,,,86,166,18
,,,,143,139,18
,,,,157,148,18
,,,,129,149,18
,,,,78,151,18
,,,,120,148,18
,,,,107,158,18
,,,,157,157,18
,,,,144,146,18
,,,,-120,169,18
,,,,161,150,18
,,,,130,158,18
,,,,-6,164,18
,,,,123,159,18
,,,,81,160,18
,,,,34,102,18
,,,,159,149,18
,,,,159,151,18
,,,,43,160,18
,,,,39,158,18
,,,,-166,169,18
,,,,145,166,18
,,,,-165,166,18
,,,,150,149,18
,,,,163,154,18
,,,,161,153,18
,,,,158,150,18
,,,,158,149,18
,,,,157,147,18
,,,,142,145,18
,,,,157,164,18
,,,,147,161,18
,,,,-62,163,18
,,,,100,163,18
,,,,-85,170,18
,,,,2,165,18
,,,,20,162,18
,,,,-108,153,18
,,,,-169,161,18
,,,,-160,161,18
,,,,74,164,18
,,,,162,169,18
,,,,-84,161,18
,,,,-158,162,18
,,,,-153,160,18
,,,,-14,136,18
,,,,-141,140,18
,,,,-135,143,18
,,,,-12,131,18
,,,,-74,136,18
,,,,-10,134,18
,,,,-39,138,18
,,,,12,122,18
,,,,1,128,18
,,,,0,126,18
,,,,-14,128,18
,,,,-15,131,18
,,,,30,130,18
,,,,-6,126,18
,,,,-10,128,18
,,,,-4,135,18
,,,,-153,163,18
,,,,-158,153,18
,,,,43,145,18
,,,,-28,124,18
,,,,-118,137,18
,,,,-26,126,18
,,,,-55,128,18
,,,,-130,148,18
,,,,-132,138,18
,,,,-48,122,18
,,,,51,122,18
,,,,-93,137,18
,,,,64,145,18
,,,,-145,160,18
,,,,5,154,18
,,,,114,136,18
,,,,-8,122,18
,,,,53,131,18
,,,,138,147,18
,,,,25,128,18
,,,,17,107,18
,,,,-1,126,18
,,,,7,130,18
,,,,5,127,18
,,,,89,134,18
,,,,54,121,18
,,,,14,126,18
,,,,-107,151,18
,,,,16,95,18
,,,,26,106,18
,,,,23,110,18
,,,,114,138,18
,,,,15,90,18
,,,,8,75,18
,,,,25,122,18
,,,,47,129,18
,,,,-6,128,18
,,,,-17,125,18
,,,,70,140,18
,,,,32,132,18
,,,,64,132,18
,,,,-113,140,18
,,,,3,129,18
,,,,40,131,18
,,,,109,135,18
,,,,-154,145,18
,,,,-6,130,18
,,,,-99,134,18
,,,,22,127,18
,,,,11,121,18
,,,,0,112,18
,,,,4,123,18
,,,,4,118,18
,,,,-133,137,18
,,,,14,119,18
,,,,-2,105,18
,,,,-17,114,18
,,,,-13,106,18
,,,,0,109,18
,,,,0,102,18
,,,,-4,91,18
,,,,-2,99,18
,,,,-1,98,18
,,,,-166,154,18
,,,,-81,-64,26
,,,,-95,-92,26
,,,,-62,-54,26
,,,,-65,-94,26
,,,,-58,-84,26
,,,,-48,-76,26
,,,,-54,-105,26
,,,,-59,-77,26
,,,,-85,-42,26
,,,,-40,-68,26
,,,,-6,-93,26
,,,,-64,-63,26
,,,,-54,-85,26
,,,,-56,-87,26
,,,,-36,-70,26
,,,,-80,-64,26
,,,,-41,-97,26
,,,,-50,-76,26
,,,,-37,-85,26
,,,,-54,-97,26
,,,,-35,-77,26
,,,,-26,-99,26
,,,,-49,-81,26
,,,,-50,-103,26
,,,,-81,-64,26
,,,,-85,-62,26
,,,,-95,-92,26
,,,,-82,-64,26
,,,,-50,-73,26
,,,,-51,-65,26
,,,,-49,-64,26
,,,,-48,-63,26
,,,,-62,-54,26
,,,,-54,-53,26
,,,,-75,-98,26
,,,,-65,-73,26
,,,,-60,-71,26
,,,,-65,-94,26
,,,,-58,-84,26
,,,,-48,-76,26
,,,,-48,-60,26
,,,,-72,-99,26
,,,,-44,-89,26
,,,,-27,-111,26
,,,,-43,-72,26
,,,,-117,-103,26
,,,,-62,-97,26
,,,,-44,-101,26
,,,,-51,-66,26
,,,,-50,-83,26
,,,,-40,-81,26
,,,,-65,-105,26
,,,,-58,-90,26
,,,,-110,-88,26
,,,,-54,-105,26
,,,,-63,-77,26
,,,,-49,-86,26
,,,,-100,-86,26
,,,,-62,-106,26
,,,,-54,-93,26
,,,,-54,-72,26
,,,,-34,-96,26
,,,,-21,-99,26
,,,,-35,-83,26
,,,,-32,-92,26
,,,,-73,-97,26
,,,,-59,-77,26
,,,,-85,-42,26
,,,,-61,-102,26
,,,,-61,-93,26
,,,,-45,-93,26
,,,,-22,-93,26
,,,,-56,-72,26
,,,,-40,-75,26
,,,,-40,-68,26
,,,,-8,-93,26
,,,,-20,-96,26
,,,,-78,-112,26
,,,,-43,-84,26
,,,,-80,-47,26
,,,,-37,-92,26
,,,,-86,-86,26
,,,,-6,-93,26
,,,,-64,-63,26
,,,,-98,-72,26
,,,,-45,-76,26
,,,,-39,-107,26
,,,,-37,-97,26
,,,,-44,-95,26
,,,,-54,-85,26
,,,,-50,-90,26
,,,,-56,-87,26
,,,,-51,-83,26
,,,,-56,-97,26
,,,,-85,-74,26
,,,,-38,-83,26
,,,,-19,-100,26
,,,,-69,-79,26
,,,,-27,-87,26
,,,,-26,-94,26
,,,,-70,-99,26
,,,,-30,-101,26
,,,,26,-116,26
,,,,-93,-95,26
,,,,-54,-83,26
,,,,-52,-87,26
,,,,-43,-81,26
,,,,-48,-61,26
,,,,-86,-76,26
,,,,-59,-98,26
,,,,-43,-90,26
,,,,-86,-86,26
,,,,-38,-75,26
,,,,-52,-93,26
,,,,-36,-70,26
,,,,-80,-64,26
,,,,-42,-96,26
,,,,-34,-83,26
,,,,-36,-80,26
,,,,-55,-111,26
,,,,-45,-72,26
,,,,-39,-108,26
,,,,-32,-65,26
,,,,-78,-98,26
,,,,-50,-81,26
,,,,-41,-97,26
,,,,-42,-94,26
,,,,-41,-95,26
,,,,-34,-83,26
,,,,-33,-112,26
,,,,-40,-76,26
,,,,-35,-104,26
,,,,-70,-79,26
,,,,-50,-76,26
,,,,-51,-80,26
,,,,-100,-87,26
,,,,-55,-83,26
,,,,-38,-103,26
,,,,-28,-100,26
,,,,-52,-89,26
,,,,-51,-93,26
,,,,-26,-82,26
,,,,-42,-87,26
,,,,-38,-78,26
,,,,-37,-85,26
,,,,-82,-122,26
,,,,-40,-94,26
,,,,-43,-95,26
,,,,-54,-97,26
,,,,-35,-77,26
,,,,-26,-99,26
,,,,-21,-99,26
,,,,-27,-92,26
,,,,-44,-82,26
,,,,-33,-95,26
,,,,-90,-64,26
,,,,-80,-114,26
,,,,-31,-84,26
,,,,-18,-106,26
,,,,-47,-101,26
