,F1,F2,F3,F4,X,Y,TARGET,C1,C2,C3,C4
0,90.0,14.0,4.0,9.0,-155,160,1001,0.0,1.0,1.0,1.0
1,86.0,21.0,16.0,7.0,-148,158,1001,0.0,1.0,1.0,1.0
2,89.0,21.0,25.0,8.0,-147,152,1001,0.0,1.0,1.0,1.0
3,79.0,25.0,19.0,13.0,-148,153,1001,0.0,1.0,1.0,1.0
4,91.0,25.0,17.0,16.0,-146,151,1001,0.0,1.0,1.0,1.0
5,93.0,28.0,14.0,15.0,-147,151,1001,0.0,1.0,1.0,1.0
6,100.0,32.0,22.0,16.0,-143,146,1001,0.0,1.0,1.0,1.0
7,100.0,25.0,19.0,12.0,-139,146,1001,0.0,1.0,1.0,1.0
8,97.0,28.0,17.0,10.0,-143,153,1001,0.0,1.0,1.0,1.0
9,84.0,25.0,17.0,5.0,-124,148,1001,0.0,1.0,1.0,1.0
10,99.0,25.0,14.0,14.0,-146,149,1001,0.0,1.0,1.0,1.0
11,92.0,28.0,11.0,18.0,-140,143,1001,0.0,1.0,1.0,1.0
12,100.0,28.0,16.0,16.0,-144,145,1001,0.0,1.0,1.0,1.0
13,80.0,25.0,19.0,15.0,-153,155,1001,0.0,1.0,1.0,1.0
14,97.0,28.0,19.0,14.0,-155,159,1001,0.0,1.0,1.0,1.0
15,96.0,25.0,12.0,13.0,-145,152,1001,0.0,1.0,1.0,1.0
16,72.0,25.0,16.0,14.0,-154,158,1001,0.0,1.0,1.0,1.0
17,76.0,28.0,8.0,14.0,-149,150,1001,0.0,1.0,1.0,1.0
18,75.0,25.0,6.0,16.0,-149,154,1001,0.0,1.0,1.0,1.0
19,85.0,25.0,11.0,17.0,-151,154,1001,0.0,1.0,1.0,1.0
20,92.0,28.0,12.0,10.0,-152,163,1001,0.0,1.0,1.0,1.0
21,76.0,25.0,14.0,18.0,-143,143,1001,0.0,1.0,1.0,1.0
22,88.0,25.0,8.0,14.0,-148,152,1001,0.0,1.0,1.0,1.0
23,80.0,25.0,16.0,18.0,-152,151,1001,0.0,1.0,1.0,1.0
24,82.0,25.0,12.0,10.0,-145,153,1001,0.0,1.0,1.0,1.0
25,88.0,17.0,12.0,10.0,-139,153,1001,0.0,1.0,1.0,1.0
26,89.0,21.0,11.0,12.0,-154,159,1001,0.0,1.0,1.0,1.0
27,79.0,25.0,16.0,17.0,-161,161,1001,0.0,1.0,1.0,1.0
28,80.0,25.0,8.0,14.0,-161,165,1001,0.0,1.0,1.0,1.0
29,91.0,21.0,9.0,14.0,-157,160,1001,0.0,1.0,1.0,1.0
30,84.0,25.0,19.0,10.0,-157,158,1001,0.0,1.0,1.0,1.0
31,85.0,21.0,19.0,8.0,-152,157,1001,0.0,1.0,1.0,1.0
32,82.0,28.0,17.0,8.0,-140,153,1001,0.0,1.0,1.0,1.0
33,79.0,21.0,12.0,13.0,-157,157,1001,0.0,1.0,1.0,1.0
34,79.0,17.0,14.0,10.0,-158,159,1001,0.0,1.0,1.0,1.0
35,80.0,17.0,19.0,16.0,-155,155,1001,0.0,1.0,1.0,1.0
36,83.0,21.0,16.0,14.0,-153,153,1001,0.0,1.0,1.0,1.0
37,91.0,25.0,0.0625,12.0,-154,152,1001,0.0,1.0,1.0,1.0
38,84.0,28.0,11.0,16.0,-158,154,1001,0.0,1.0,1.0,1.0
39,79.0,28.0,2.27e-13,12.0,-151,151,1001,0.0,1.0,1.0,1.0
40,86.0,17.0,0.5,8.0,-123,149,1001,0.0,1.0,1.0,1.0
41,87.0,28.0,8.0,12.0,-146,148,1001,0.0,1.0,1.0,1.0
42,88.0,21.0,3.0,9.0,-140,158,1001,0.0,1.0,1.0,1.0
43,98.0,25.0,11.0,15.0,-159,159,1001,0.0,1.0,1.0,1.0
44,95.0,25.0,8.0,14.0,-154,154,1001,0.0,1.0,1.0,1.0
45,76.0,28.0,14.0,17.0,-155,155,1001,0.0,1.0,1.0,1.0
46,81.0,28.0,11.0,16.0,-157,154,1001,0.0,1.0,1.0,1.0
47,80.0,25.0,4.0,14.0,-162,159,1001,0.0,1.0,1.0,1.0
48,75.0,28.0,9.0,14.0,-152,156,1001,0.0,1.0,1.0,1.0
49,84.0,25.0,3.0,15.0,-157,159,1001,0.0,1.0,1.0,1.0
50,85.0,32.0,11.0,18.0,-157,153,1001,0.0,1.0,1.0,1.0
51,81.0,21.0,14.0,12.0,-149,154,1001,0.0,1.0,1.0,1.0
52,92.0,28.0,16.0,14.0,-150,152,1001,0.0,1.0,1.0,1.0
53,85.0,25.0,14.0,17.0,-149,151,1001,0.0,1.0,1.0,1.0
54,83.0,17.0,11.0,8.0,-130,148,1001,0.0,1.0,1.0,1.0
55,84.0,25.0,8.0,10.0,-136,147,1001,0.0,1.0,1.0,1.0
56,79.0,25.0,16.0,15.0,-146,147,1001,0.0,1.0,1.0,1.0
57,82.0,28.0,17.0,16.0,-153,150,1001,0.0,1.0,1.0,1.0
58,84.0,25.0,3.0,15.0,-153,151,1001,0.0,1.0,1.0,1.0
59,84.0,21.0,11.0,12.0,-144,148,1001,0.0,1.0,1.0,1.0
60,82.0,28.0,14.0,12.0,-143,148,1001,0.0,1.0,1.0,1.0
61,79.0,25.0,16.0,18.0,-147,146,1001,0.0,1.0,1.0,1.0
62,89.0,21.0,19.0,19.0,-148,149,1001,0.0,1.0,1.0,1.0
63,85.0,25.0,14.0,15.0,-145,148,1001,0.0,1.0,1.0,1.0
64,82.0,21.0,17.0,14.0,-147,149,1001,0.0,1.0,1.0,1.0
65,89.0,25.0,14.0,13.0,-152,150,1001,0.0,1.0,1.0,1.0
66,84.0,25.0,17.0,15.0,-148,149,1001,0.0,1.0,1.0,1.0
67,90.0,17.0,11.0,5.0,-132,148,1001,0.0,1.0,1.0,1.0
68,76.0,21.0,16.0,10.0,-148,154,1001,0.0,1.0,1.0,1.0
69,89.0,17.0,19.0,12.0,-149,155,1001,0.0,1.0,1.0,1.0
70,94.0,25.0,12.0,12.0,-135,149,1001,0.0,1.0,1.0,1.0
71,100.0,21.0,11.0,11.0,-142,152,1001,0.0,1.0,1.0,1.0
72,87.0,21.0,14.0,16.0,-134,144,1001,0.0,1.0,1.0,1.0
73,81.0,21.0,16.0,8.0,-136,152,1001,0.0,1.0,1.0,1.0
74,77.0,17.0,17.0,11.0,-141,151,1001,0.0,1.0,1.0,1.0
75,81.0,21.0,11.0,12.0,-142,153,1001,0.0,1.0,1.0,1.0
76,77.0,25.0,17.0,14.0,-150,153,1001,0.0,1.0,1.0,1.0
77,85.0,21.0,12.0,20.0,-152,163,1001,0.0,1.0,1.0,1.0
78,83.0,25.0,11.0,15.0,-157,163,1001,0.0,1.0,1.0,1.0
79,75.0,21.0,14.0,17.0,-158,162,1001,0.0,1.0,1.0,1.0
80,76.0,21.0,17.0,14.0,-156,163,1001,0.0,1.0,1.0,1.0
81,89.0,21.0,19.0,17.0,-156,158,1001,0.0,1.0,1.0,1.0
82,80.0,21.0,14.0,17.0,-159,165,1001,0.0,1.0,1.0,1.0
83,74.0,17.0,19.0,18.0,-159,168,1001,0.0,1.0,1.0,1.0
84,82.0,14.0,9.0,9.0,-150,152,1001,0.0,1.0,1.0,1.0
85,79.0,21.0,14.0,12.0,-148,152,1001,0.0,1.0,1.0,1.0
86,86.0,21.0,16.0,17.0,-148,148,1001,0.0,1.0,1.0,1.0
87,75.0,21.0,19.0,13.0,-143,146,1001,0.0,1.0,1.0,1.0
88,80.0,25.0,14.0,12.0,-153,162,1001,0.0,1.0,1.0,1.0
89,100.0,17.0,4.0,8.0,-149,164,1001,0.0,1.0,1.0,1.0
90,72.0,28.0,9.0,11.0,-154,160,1001,0.0,1.0,1.0,1.0
91,76.0,25.0,4.0,10.0,-150,160,1001,0.0,1.0,1.0,1.0
92,87.0,32.0,14.0,10.0,-14,124,1001,0.0,1.0,1.0,1.0
93,74.0,25.0,20.0,19.0,-155,159,1001,0.0,1.0,1.0,1.0
94,100.0,25.0,17.0,21.0,-153,155,1001,0.0,1.0,1.0,1.0
95,75.0,25.0,14.0,18.0,-151,152,1001,0.0,1.0,1.0,1.0
96,87.0,25.0,16.0,15.0,-149,151,1001,0.0,1.0,1.0,1.0
97,92.0,21.0,16.0,13.0,-150,155,1001,0.0,1.0,1.0,1.0
98,92.0,21.0,14.0,10.0,-131,150,1001,0.0,1.0,1.0,1.0
99,72.0,28.0,12.0,12.0,-152,150,1001,0.0,1.0,1.0,1.0
100,76.0,25.0,12.0,11.0,-140,148,1001,0.0,1.0,1.0,1.0
101,89.0,25.0,14.0,10.0,-128,144,1001,0.0,1.0,1.0,1.0
102,91.0,28.0,20.0,19.0,-150,151,1001,0.0,1.0,1.0,1.0
103,84.0,25.0,17.0,12.0,-138,150,1001,0.0,1.0,1.0,1.0
104,80.0,28.0,16.0,16.0,-151,158,1001,0.0,1.0,1.0,1.0
105,89.0,25.0,16.0,14.0,-150,152,1001,0.0,1.0,1.0,1.0
106,79.0,25.0,16.0,14.0,-151,153,1001,0.0,1.0,1.0,1.0
107,84.0,28.0,16.0,16.0,-152,155,1001,0.0,1.0,1.0,1.0
108,82.0,25.0,17.0,15.0,-162,165,1001,0.0,1.0,1.0,1.0
109,87.0,28.0,12.0,14.0,-158,160,1001,0.0,1.0,1.0,1.0
110,92.0,28.0,17.0,18.0,-159,156,1001,0.0,1.0,1.0,1.0
111,81.0,21.0,19.0,16.0,-156,160,1001,0.0,1.0,1.0,1.0
112,85.0,25.0,20.0,10.0,-147,157,1001,0.0,1.0,1.0,1.0
113,79.0,17.0,17.0,14.0,-163,164,1001,0.0,1.0,1.0,1.0
114,80.0,28.0,19.0,10.0,-162,168,1001,0.0,1.0,1.0,1.0
115,80.0,25.0,19.0,11.0,-165,172,1001,0.0,1.0,1.0,1.0
116,77.0,25.0,20.0,16.0,-159,170,1001,0.0,1.0,1.0,1.0
117,83.0,32.0,9.0,4.0,-121,158,1001,0.0,1.0,1.0,1.0
118,73.0,28.0,22.0,23.0,-162,176,1001,0.0,1.0,1.0,1.0
119,76.0,25.0,16.0,12.0,-163,172,1001,0.0,1.0,1.0,1.0
120,80.0,21.0,0.0625,12.0,-160,170,1001,0.0,1.0,1.0,1.0
121,100.0,25.0,14.0,20.0,-155,165,1001,0.0,1.0,1.0,1.0
122,99.0,21.0,22.0,16.0,-154,167,1001,0.0,1.0,1.0,1.0
123,99.0,21.0,1.67e-06,12.0,-151,169,1001,0.0,1.0,1.0,1.0
124,94.0,21.0,16.0,18.0,-158,159,1001,0.0,1.0,1.0,1.0
125,100.0,21.0,1.0,16.0,-156,159,1001,0.0,1.0,1.0,1.0
126,100.0,25.0,11.0,14.0,-153,159,1001,0.0,1.0,1.0,1.0
127,84.0,17.0,17.0,13.0,-160,161,1001,0.0,1.0,1.0,1.0
128,93.0,25.0,16.0,10.0,-151,163,1001,0.0,1.0,1.0,1.0
129,78.0,25.0,17.0,12.0,-159,164,1001,0.0,1.0,1.0,1.0
130,92.0,21.0,19.0,8.0,-161,168,1001,0.0,1.0,1.0,1.0
131,98.0,25.0,14.0,15.0,-159,163,1001,0.0,1.0,1.0,1.0
132,81.0,25.0,16.0,10.0,-158,157,1001,0.0,1.0,1.0,1.0
133,85.0,28.0,12.0,12.0,-161,158,1001,0.0,1.0,1.0,1.0
134,100.0,25.0,17.0,11.0,-156,161,1001,0.0,1.0,1.0,1.0
135,93.0,25.0,17.0,10.0,-160,162,1001,0.0,1.0,1.0,1.0
136,90.0,17.0,16.0,17.0,-163,170,1001,0.0,1.0,1.0,1.0
137,99.0,28.0,17.0,14.0,-161,164,1001,0.0,1.0,1.0,1.0
138,95.0,25.0,20.0,20.0,-159,163,1001,0.0,1.0,1.0,1.0
139,89.0,25.0,17.0,12.0,-162,165,1001,0.0,1.0,1.0,1.0
140,89.0,21.0,17.0,14.0,-158,166,1001,0.0,1.0,1.0,1.0
141,88.0,21.0,20.0,15.0,-152,159,1001,0.0,1.0,1.0,1.0
142,86.0,28.0,20.0,16.0,-159,161,1001,0.0,1.0,1.0,1.0
143,93.0,25.0,22.0,17.0,-156,166,1001,0.0,1.0,1.0,1.0
144,87.0,28.0,19.0,14.0,-155,160,1001,0.0,1.0,1.0,1.0
145,91.0,28.0,14.0,14.0,-155,163,1001,0.0,1.0,1.0,1.0
146,91.0,25.0,16.0,11.0,-152,164,1001,0.0,1.0,1.0,1.0
147,77.0,25.0,0.5,20.0,-152,160,1001,0.0,1.0,1.0,1.0
148,72.0,25.0,3.33e-16,12.0,-163,156,1001,0.0,1.0,1.0,1.0
149,84.0,21.0,9.0,14.0,-157,157,1001,0.0,1.0,1.0,1.0
150,92.0,25.0,12.0,12.0,-141,147,1001,0.0,1.0,1.0,1.0
151,89.0,21.0,1.16e-10,12.0,-155,156,1001,0.0,1.0,1.0,1.0
152,96.0,25.0,2.13e-14,10.0,-154,157,1001,0.0,1.0,1.0,1.0
153,92.0,21.0,6.110000000000002e-16,14.0,-158,153,1001,0.0,1.0,1.0,1.0
154,91.0,28.0,12.0,17.0,-157,150,1001,0.0,1.0,1.0,1.0
155,96.0,25.0,8.0,10.0,-149,152,1001,0.0,1.0,1.0,1.0
156,89.0,21.0,19.0,14.0,-156,156,1001,0.0,1.0,1.0,1.0
157,92.0,28.0,4.0,15.0,-161,158,1001,0.0,1.0,1.0,1.0
158,95.0,25.0,16.0,13.0,-156,160,1001,0.0,1.0,1.0,1.0
159,94.0,28.0,4.0,15.0,-146,153,1001,0.0,1.0,1.0,1.0
160,100.0,87.0,90.0,95.0,12,-2,1002,0.0,1.0,1.0,0.0
161,93.0,84.0,93.0,93.0,9,5,1002,0.0,1.0,1.0,0.0
162,76.0,96.0,100.0,97.0,8,2,1002,0.0,1.0,1.0,0.0
163,80.0,90.0,98.0,97.0,0,7,1002,0.0,1.0,1.0,0.0
164,82.0,90.0,98.0,97.0,0,8,1002,0.0,1.0,1.0,0.0
165,78.0,93.0,100.0,98.0,0,6,1002,0.0,1.0,1.0,0.0
166,83.0,93.0,100.0,98.0,-2,7,1002,0.0,1.0,1.0,0.0
167,87.0,90.0,100.0,98.0,-1,6,1002,0.0,1.0,1.0,0.0
168,90.0,24.0,100.0,98.0,-1,13,1002,0.0,1.0,1.0,0.0
169,78.0,81.0,100.0,99.0,-2,8,1002,0.0,1.0,1.0,0.0
170,93.0,90.0,100.0,100.0,-1,8,1002,0.0,1.0,1.0,0.0
171,86.0,90.0,100.0,100.0,-2,5,1002,0.0,1.0,1.0,0.0
172,97.0,96.0,100.0,99.0,-1,10,1002,0.0,1.0,1.0,0.0
173,100.0,93.0,100.0,97.0,-1,13,1002,0.0,1.0,1.0,0.0
174,100.0,90.0,100.0,99.0,-1,11,1002,0.0,1.0,1.0,0.0
175,80.0,81.0,100.0,100.0,-2,1,1002,0.0,1.0,1.0,0.0
176,100.0,93.0,100.0,100.0,-2,10,1002,0.0,1.0,1.0,0.0
177,100.0,93.0,100.0,99.0,-1,15,1002,0.0,1.0,1.0,0.0
178,100.0,93.0,100.0,100.0,0,8,1002,0.0,1.0,1.0,0.0
179,100.0,96.0,100.0,100.0,0,11,1002,0.0,1.0,1.0,0.0
180,100.0,93.0,100.0,99.0,3,10,1002,0.0,1.0,1.0,0.0
181,87.0,100.0,100.0,99.0,3,8,1002,0.0,1.0,1.0,0.0
182,93.0,96.0,100.0,99.0,2,13,1002,0.0,1.0,1.0,0.0
183,97.0,96.0,100.0,99.0,0,15,1002,0.0,1.0,1.0,0.0
184,96.0,93.0,100.0,99.0,3,12,1002,0.0,1.0,1.0,0.0
185,90.0,93.0,100.0,99.0,2,12,1002,0.0,1.0,1.0,0.0
186,100.0,93.0,100.0,100.0,2,14,1002,0.0,1.0,1.0,0.0
187,97.0,93.0,100.0,100.0,2,10,1002,0.0,1.0,1.0,0.0
188,90.0,87.0,100.0,100.0,1,12,1002,0.0,1.0,1.0,0.0
189,91.0,100.0,100.0,100.0,2,13,1002,0.0,1.0,1.0,0.0
190,98.0,87.0,100.0,100.0,2,14,1002,0.0,1.0,1.0,0.0
191,100.0,87.0,100.0,100.0,3,15,1002,0.0,1.0,1.0,0.0
192,85.0,90.0,100.0,100.0,2,13,1002,0.0,1.0,1.0,0.0
193,92.0,93.0,100.0,100.0,2,11,1002,0.0,1.0,1.0,0.0
194,82.0,93.0,100.0,100.0,2,9,1002,0.0,1.0,1.0,0.0
195,91.0,93.0,100.0,100.0,3,8,1002,0.0,1.0,1.0,0.0
196,85.0,96.0,100.0,100.0,2,9,1002,0.0,1.0,1.0,0.0
197,100.0,100.0,100.0,100.0,3,9,1002,0.0,1.0,1.0,0.0
198,100.0,90.0,100.0,100.0,3,13,1002,0.0,1.0,1.0,0.0
199,100.0,87.0,100.0,100.0,2,10,1002,0.0,1.0,1.0,0.0
200,100.0,100.0,100.0,100.0,2,5,1002,0.0,1.0,1.0,0.0
201,100.0,93.0,100.0,100.0,1,7,1002,0.0,1.0,1.0,0.0
202,100.0,96.0,100.0,100.0,3,8,1002,0.0,1.0,1.0,0.0
203,100.0,96.0,100.0,100.0,3,6,1002,0.0,1.0,1.0,0.0
204,87.0,84.0,100.0,100.0,2,8,1002,0.0,1.0,1.0,0.0
205,100.0,84.0,100.0,100.0,1,8,1002,0.0,1.0,1.0,0.0
206,100.0,93.0,100.0,100.0,2,7,1002,0.0,1.0,1.0,0.0
207,100.0,90.0,100.0,100.0,2,9,1002,0.0,1.0,1.0,0.0
208,100.0,90.0,100.0,98.0,1,6,1002,0.0,1.0,1.0,0.0
209,96.0,96.0,100.0,99.0,0,4,1002,0.0,1.0,1.0,0.0
210,100.0,96.0,100.0,100.0,1,3,1002,0.0,1.0,1.0,0.0
211,90.0,93.0,100.0,100.0,0,3,1002,0.0,1.0,1.0,0.0
212,100.0,100.0,100.0,100.0,0,5,1002,0.0,1.0,1.0,0.0
213,100.0,100.0,100.0,100.0,0,5,1002,0.0,1.0,1.0,0.0
214,97.0,96.0,100.0,100.0,-3,8,1002,0.0,1.0,1.0,0.0
215,100.0,96.0,100.0,100.0,-2,7,1002,0.0,1.0,1.0,0.0
216,81.0,87.0,100.0,98.0,-3,2,1002,0.0,1.0,1.0,0.0
217,96.0,93.0,100.0,99.0,-1,8,1002,0.0,1.0,1.0,0.0
218,100.0,87.0,100.0,100.0,-1,10,1002,0.0,1.0,1.0,0.0
219,96.0,90.0,100.0,99.0,-2,7,1002,0.0,1.0,1.0,0.0
220,97.0,90.0,100.0,100.0,-1,7,1002,0.0,1.0,1.0,0.0
221,92.0,93.0,100.0,100.0,0,10,1002,0.0,1.0,1.0,0.0
222,90.0,93.0,100.0,99.0,-1,9,1002,0.0,1.0,1.0,0.0
223,93.0,96.0,100.0,100.0,0,10,1002,0.0,1.0,1.0,0.0
224,100.0,96.0,100.0,100.0,0,13,1002,0.0,1.0,1.0,0.0
225,90.0,93.0,100.0,100.0,0,6,1002,0.0,1.0,1.0,0.0
226,100.0,93.0,100.0,99.0,0,11,1002,0.0,1.0,1.0,0.0
227,100.0,93.0,100.0,99.0,0,11,1002,0.0,1.0,1.0,0.0
228,100.0,84.0,100.0,98.0,-1,13,1002,0.0,1.0,1.0,0.0
229,100.0,90.0,100.0,98.0,0,13,1002,0.0,1.0,1.0,0.0
230,100.0,96.0,100.0,99.0,0,9,1002,0.0,1.0,1.0,0.0
231,100.0,90.0,100.0,98.0,0,10,1002,0.0,1.0,1.0,0.0
232,100.0,90.0,100.0,100.0,0,12,1002,0.0,1.0,1.0,0.0
233,100.0,96.0,100.0,100.0,0,12,1002,0.0,1.0,1.0,0.0
234,100.0,93.0,100.0,99.0,-1,11,1002,0.0,1.0,1.0,0.0
235,100.0,93.0,100.0,100.0,0,12,1002,0.0,1.0,1.0,0.0
236,100.0,93.0,100.0,100.0,0,10,1002,0.0,1.0,1.0,0.0
237,100.0,96.0,100.0,100.0,-2,12,1002,0.0,1.0,1.0,0.0
238,100.0,96.0,100.0,100.0,-2,17,1002,0.0,1.0,1.0,0.0
239,100.0,100.0,100.0,100.0,-1,13,1002,0.0,1.0,1.0,0.0
240,100.0,93.0,100.0,100.0,-2,20,1002,0.0,1.0,1.0,0.0
241,100.0,96.0,100.0,100.0,-2,11,1002,0.0,1.0,1.0,0.0
242,100.0,96.0,100.0,100.0,-2,10,1002,0.0,1.0,1.0,0.0
243,100.0,96.0,100.0,100.0,-3,11,1002,0.0,1.0,1.0,0.0
244,100.0,96.0,100.0,100.0,-3,10,1002,0.0,1.0,1.0,0.0
245,81.0,93.0,100.0,98.0,14,4,1002,0.0,1.0,1.0,0.0
246,80.0,96.0,100.0,100.0,11,10,1002,0.0,1.0,1.0,0.0
247,85.0,100.0,100.0,100.0,11,8,1002,0.0,1.0,1.0,0.0
248,87.0,100.0,100.0,100.0,13,4,1002,0.0,1.0,1.0,0.0
249,98.0,100.0,100.0,100.0,10,-2,1002,0.0,1.0,1.0,0.0
250,98.0,96.0,100.0,100.0,11,1,1002,0.0,1.0,1.0,0.0
251,90.0,100.0,100.0,99.0,5,11,1002,0.0,1.0,1.0,0.0
252,92.0,100.0,100.0,100.0,7,8,1002,0.0,1.0,1.0,0.0
253,91.0,100.0,100.0,100.0,5,8,1002,0.0,1.0,1.0,0.0
254,90.0,100.0,100.0,100.0,5,12,1002,0.0,1.0,1.0,0.0
255,91.0,100.0,100.0,100.0,5,12,1002,0.0,1.0,1.0,0.0
256,100.0,100.0,100.0,100.0,7,11,1002,0.0,1.0,1.0,0.0
257,100.0,100.0,100.0,97.0,4,15,1002,0.0,1.0,1.0,0.0
258,100.0,100.0,100.0,99.0,4,14,1002,0.0,1.0,1.0,0.0
259,100.0,100.0,100.0,100.0,7,3,1002,0.0,1.0,1.0,0.0
260,100.0,100.0,100.0,98.0,6,8,1002,0.0,1.0,1.0,0.0
261,71.0,100.0,100.0,99.0,5,8,1002,0.0,1.0,1.0,0.0
262,100.0,100.0,100.0,100.0,5,10,1002,0.0,1.0,1.0,0.0
263,87.0,100.0,100.0,100.0,8,1,1002,0.0,1.0,1.0,0.0
264,93.0,100.0,100.0,100.0,6,7,1002,0.0,1.0,1.0,0.0
265,88.0,100.0,100.0,100.0,6,6,1002,0.0,1.0,1.0,0.0
266,90.0,100.0,100.0,100.0,8,1,1002,0.0,1.0,1.0,0.0
267,92.0,100.0,100.0,100.0,6,5,1002,0.0,1.0,1.0,0.0
268,100.0,100.0,100.0,100.0,6,4,1002,0.0,1.0,1.0,0.0
269,100.0,100.0,100.0,100.0,6,9,1002,0.0,1.0,1.0,0.0
270,100.0,100.0,100.0,100.0,5,9,1002,0.0,1.0,1.0,0.0
271,100.0,100.0,100.0,100.0,8,3,1002,0.0,1.0,1.0,0.0
272,98.0,100.0,100.0,100.0,6,5,1002,0.0,1.0,1.0,0.0
273,93.0,100.0,100.0,100.0,7,1,1002,0.0,1.0,1.0,0.0
274,100.0,100.0,100.0,100.0,6,4,1002,0.0,1.0,1.0,0.0
275,100.0,100.0,100.0,100.0,7,7,1002,0.0,1.0,1.0,0.0
276,100.0,100.0,100.0,100.0,6,6,1002,0.0,1.0,1.0,0.0
277,100.0,100.0,100.0,100.0,7,6,1002,0.0,1.0,1.0,0.0
278,100.0,100.0,100.0,100.0,10,6,1002,0.0,1.0,1.0,0.0
279,78.0,100.0,100.0,96.0,6,11,1002,0.0,1.0,1.0,0.0
280,100.0,93.0,100.0,97.0,7,14,1002,0.0,1.0,1.0,0.0
281,100.0,93.0,100.0,96.0,5,15,1002,0.0,1.0,1.0,0.0
282,100.0,100.0,100.0,97.0,4,11,1002,0.0,1.0,1.0,0.0
283,88.0,96.0,100.0,97.0,3,14,1002,0.0,1.0,1.0,0.0
284,85.0,100.0,100.0,99.0,7,0,1002,0.0,1.0,1.0,0.0
285,75.0,100.0,100.0,100.0,3,4,1002,0.0,1.0,1.0,0.0
286,62.0,100.0,100.0,100.0,4,3,1002,0.0,1.0,1.0,0.0
287,91.0,100.0,100.0,100.0,3,7,1002,0.0,1.0,1.0,0.0
288,100.0,100.0,100.0,100.0,6,3,1002,0.0,1.0,1.0,0.0
289,100.0,100.0,100.0,100.0,6,2,1002,0.0,1.0,1.0,0.0
290,100.0,100.0,100.0,100.0,5,3,1002,0.0,1.0,1.0,0.0
291,100.0,100.0,100.0,100.0,5,3,1002,0.0,1.0,1.0,0.0
292,100.0,100.0,100.0,100.0,5,4,1002,0.0,1.0,1.0,0.0
293,97.0,100.0,100.0,100.0,5,8,1002,0.0,1.0,1.0,0.0
294,100.0,100.0,100.0,100.0,5,6,1002,0.0,1.0,1.0,0.0
295,88.0,100.0,100.0,100.0,4,7,1002,0.0,1.0,1.0,0.0
296,100.0,100.0,100.0,100.0,5,6,1002,0.0,1.0,1.0,0.0
297,100.0,100.0,100.0,100.0,5,7,1002,0.0,1.0,1.0,0.0
298,95.0,100.0,100.0,100.0,4,5,1002,0.0,1.0,1.0,0.0
299,100.0,100.0,100.0,100.0,4,7,1002,0.0,1.0,1.0,0.0
300,96.0,100.0,100.0,100.0,4,6,1002,0.0,1.0,1.0,0.0
301,96.0,100.0,100.0,100.0,2,7,1002,0.0,1.0,1.0,0.0
302,100.0,100.0,100.0,100.0,2,8,1002,0.0,1.0,1.0,0.0
303,92.0,100.0,100.0,100.0,3,6,1002,0.0,1.0,1.0,0.0
304,100.0,100.0,100.0,100.0,2,8,1002,0.0,1.0,1.0,0.0
305,100.0,100.0,100.0,100.0,4,7,1002,0.0,1.0,1.0,0.0
306,92.0,100.0,100.0,100.0,4,3,1002,0.0,1.0,1.0,0.0
307,98.0,100.0,100.0,100.0,4,7,1002,0.0,1.0,1.0,0.0
308,98.0,100.0,100.0,100.0,5,7,1002,0.0,1.0,1.0,0.0
309,100.0,100.0,100.0,100.0,4,8,1002,0.0,1.0,1.0,0.0
310,100.0,100.0,100.0,100.0,4,9,1002,0.0,1.0,1.0,0.0
311,100.0,100.0,100.0,100.0,4,8,1002,0.0,1.0,1.0,0.0
312,91.0,100.0,100.0,100.0,5,7,1002,0.0,1.0,1.0,0.0
313,98.0,100.0,100.0,100.0,4,10,1002,0.0,1.0,1.0,0.0
314,96.0,100.0,100.0,100.0,4,6,1002,0.0,1.0,1.0,0.0
315,100.0,100.0,100.0,100.0,4,7,1002,0.0,1.0,1.0,0.0
316,86.0,100.0,100.0,100.0,4,5,1002,0.0,1.0,1.0,0.0
317,100.0,100.0,100.0,100.0,4,7,1002,0.0,1.0,1.0,0.0
318,100.0,100.0,100.0,100.0,3,10,1002,0.0,1.0,1.0,0.0
319,100.0,100.0,100.0,100.0,4,7,1002,0.0,1.0,1.0,0.0
320,50.0,16.0,14.0,30.0,9,96,1003,0.0,1.0,1.0,1.0
321,64.0,28.0,44.0,50.0,6,94,1003,0.0,1.0,1.0,1.0
322,46.0,20.0,2.0,35.0,13,96,1003,0.0,1.0,1.0,1.0
323,58.0,24.0,34.0,39.0,19,90,1003,0.0,1.0,1.0,1.0
324,42.0,24.0,18.0,47.0,21,65,1003,0.0,1.0,1.0,1.0
325,63.0,28.0,58.0,36.0,8,91,1003,0.0,1.0,1.0,1.0
326,52.0,24.0,60.0,33.0,10,82,1003,0.0,1.0,1.0,1.0
327,42.0,28.0,34.0,49.0,10,83,1003,0.0,1.0,1.0,1.0
328,67.0,28.0,62.0,50.0,10,79,1003,0.0,1.0,1.0,1.0
329,42.0,24.0,38.0,36.0,11,85,1003,0.0,1.0,1.0,1.0
330,58.0,28.0,48.0,36.0,8,77,1003,0.0,1.0,1.0,1.0
331,56.0,28.0,50.0,37.0,8,70,1003,0.0,1.0,1.0,1.0
332,57.0,28.0,46.0,40.0,11,77,1003,0.0,1.0,1.0,1.0
333,64.0,32.0,56.0,49.0,7,84,1003,0.0,1.0,1.0,1.0
334,56.0,28.0,54.0,30.0,9,84,1003,0.0,1.0,1.0,1.0
